Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
0.2217,11.9155,-1.9881,6.8241,-3.8099,-0.5513,6.3763,6.4514,0.9836175426625995,0.3831269083579575
