Constant,female,male,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
0.9054510890144609,0.3572050443086483,0.41628089686091285,2.7872655161114306,10.573628644812233,-3.6565391194916472,4.455216061296757,2.5921468864425643,0.3611170830229202,0,0.9898884712360829
