Constant,female,male,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
9.736579129148792,0.5652276995579593,0.1771966000260714,-7.85986391066497,4.417052167857086,53.74555343330733,10.340438179347695,32.13436357011788,-28.909915714820247,0,0.9824327485530163
