Constant,female,male,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
4.294940355443792,0.8989110957077976,0.9838294493248452,-4.70292213622662,13.431282101580877,37.58361515466284,11.98919904620845,12.990294874955122,-19.2252915163602,0,0.9924117758984577
