Constant,female,male,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
5.450249586442748,0.7159275106030506,0.5681356935458564,-5.22470877956918,13.361031465361464,41.30603314647972,12.99793809301318,13.5223471467977,-23.426228849380244,0,0.9817787208171492
