Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,Training_R2,Testing_R2
143.8808,-0.0154,-0.1725,0.0221,0.0746,0.0015,0.0254,0.0621,-14.2265,0.1358,0.0623,0.1731,0.8276594616112879,0.7416652154829386
