Constant,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
4.840937335511218,-7.520924614694558,19.531860869279075,22.696700680341237,10.275400114219934,15.189889072104233,-13.215270247985032,0,0.7348873692743627
