Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,Training_R2,Testing_R2
-3.3937,-0.6814,0.5663,-1.1607,-0.1885,17.4364,0.9689088542638001,0.9699500390669776
-3.3937,-0.6814,0.5663,-1.1607,-0.1885,17.4364,0.9689088542638,0.9699500390669776
-3.3937,-0.6814,0.5663,-1.1607,-0.1885,17.4364,0.9689088542638001,0.9699500390669776
-3.3937,-0.6814,0.5663,-1.1607,-0.1885,17.4364,0.9689088542638,0.9699500390669776
-3.3937,-0.6814,0.5663,-1.1607,-0.1885,17.4364,0.9689088542638001,0.9699500390669776
-3.3937,-0.6814,0.5663,-1.1607,-0.1885,17.4364,0.9689088542638,0.9699500390669776
-3.3937,-0.6814,0.5663,-1.1607,-0.1885,17.4364,0.9689088542638001,0.9699500390669776
-3.3937,-0.6814,0.5663,-1.1607,-0.1885,17.4364,0.9689088542638,0.9699500390669776
-3.3937,-0.6814,0.5663,-1.1607,-0.1885,17.4364,0.9689088542638001,0.9699500390669776
-3.3937,-0.6814,0.5663,-1.1607,-0.1885,17.4364,0.9689088542638,0.9699500390669775
