Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,training_adj_r2
-0.08802357261856564,-0.4420484668445847,-0.2628703460663344,0.09231914602748824,2.1975685546100348,6.4051605629639825,0.8716854842922742
-0.08802357261856564,-0.4420484668445847,-0.2628703460663344,0.09231914602748824,2.1975685546100348,6.405160562963983,0.8716854842922742
-0.08802357261856564,-0.4420484668445847,-0.2628703460663344,0.09231914602748824,2.1975685546100348,6.4051605629639825,0.8716854842922742
-0.08802357261856564,-0.4420484668445847,-0.2628703460663344,0.09231914602748824,2.1975685546100348,6.405160562963983,0.8716854842922742
-0.08802357261856564,-0.4420484668445847,-0.2628703460663344,0.09231914602748824,2.1975685546100348,6.4051605629639825,0.8716854842922742
-0.08802357261856564,-0.4420484668445847,-0.2628703460663344,0.09231914602748824,2.1975685546100348,6.405160562963983,0.8716854842922742
-0.08802357261856564,-0.4420484668445847,-0.2628703460663344,0.09231914602748824,2.1975685546100348,6.4051605629639825,0.8716854842922742
-0.08802357261856564,-0.4420484668445847,-0.2628703460663344,0.09231914602748824,2.1975685546100348,6.405160562963983,0.8716854842922742
-0.08802357261856564,-0.4420484668445847,-0.2628703460663344,0.09231914602748824,2.1975685546100348,6.4051605629639825,0.8716854842922742
-0.08802357261856564,-0.4420484668445847,-0.2628703460663344,0.09231914602748824,2.1975685546100348,6.405160562963983,0.8716854842922742
-0.08802357261856564,-0.4420484668445847,-0.2628703460663344,0.09231914602748824,2.1975685546100348,6.4051605629639825,0.8716854842922742
-0.08802357261856564,-0.4420484668445847,-0.2628703460663344,0.09231914602748824,2.1975685546100348,6.405160562963983,0.8716854842922742
-0.08802357261856564,-0.4420484668445847,-0.2628703460663344,0.09231914602748824,2.1975685546100348,6.4051605629639825,0.8716854842922742
-0.08802357261856564,-0.4420484668445847,-0.2628703460663344,0.09231914602748824,2.1975685546100348,6.405160562963983,0.8716854842922742
-0.08802357261856564,-0.4420484668445847,-0.2628703460663344,0.09231914602748824,2.1975685546100348,6.4051605629639825,0.8716854842922742
0.043133999879782614,-0.34613918331003823,-0.2406163401660211,0.12305734922846245,1.9972032217156404,5.899229807940287,0.9053460834979168
-0.06867129336489197,-0.3447365183657542,-0.26644344260682185,0.15628617215376514,2.0279745833084,5.879910606382206,0.9087572667305428
-0.06867129336489197,-0.3447365183657542,-0.26644344260682185,0.15628617215376517,2.0279745833083997,5.879910606382208,0.9087572667305427
