Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,Training_R2,Testing_R2
34.9896,-0.1011,0.0395,0.0047,2.7008,-17.1097,3.7167,-0.0004,-1.4039,0.2787,-0.0116,-0.8559,0.0098,-0.5472,0.745666808828029,0.1282029825117661
