Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,training_adj_r2
119.14066641265572,0.12119005530770723,-0.2267338624532492,-0.025973275483459082,0.0818816363940652,0.004705323534815313,0.02473268043064233,0.029223070210526593,-11.97250248973257,0.7578883845441666,0.0506183908214638,0.29595367864637634,0.576781836670947
