Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,Time
1.0,1.6900958154515549,-0.05129329438755058,1.8229350866965048,0.16202203499675957,0.6480881399870383,3.828641396489095
1.0,1.6937790608678513,-0.05129329438755058,1.8229350866965048,0.2032520325203252,0.8130081300813008,7.284134806195205
1.0,0.5538851132264376,-0.6931471805599453,1.3862943611198906,0.11193194537721066,0.6715916722632639,4.976733742420574
1.0,0.6043159668533296,-0.6931471805599453,1.3862943611198906,0.1168770453482936,0.7012622720897616,5.638354669333745
1.0,0.6471032420585384,-0.6931471805599453,1.3862943611198906,0.12254901960784313,0.7352941176470589,6.401917196727186
1.0,0.6678293725756554,-0.6931471805599453,1.3862943611198906,0.1278118609406953,0.7668711656441718,7.112327444710911
1.0,0.6931471805599453,-0.6931471805599453,1.3862943611198906,0.13154433043935806,0.7892659826361483,7.520234556474628
1.0,1.2837077723447896,-0.6931471805599453,1.3862943611198906,0.12790995139421846,0.7674597083653109,6.723832440821209
1.0,1.3217558399823195,-0.6931471805599453,1.3862943611198906,0.13217023526301877,0.7930214115781126,7.282761179605593
1.0,1.244154593958768,-0.6931471805599453,1.3862943611198906,0.11947431302270012,0.7168458781362007,5.755742213586912
1.0,1.2267122912954254,-0.6931471805599453,1.3862943611198906,0.11502185415228894,0.6901311249137336,5.087596335232384
1.0,1.2837077723447896,-0.6931471805599453,1.3862943611198906,0.13144058885383805,0.7886435331230284,7.16703787691222
1.0,0.5007752879124892,-1.3862943611198906,1.3862943611198906,0.11938872970391595,0.7163323782234957,5.541263545158426
1.0,0.5481214085096876,-1.3862943611198906,1.3862943611198906,0.13196093956188967,0.7917656373713381,7.237778191923443
1.0,0.5364933705145685,-1.3862943611198906,1.3862943611198906,0.10871928680147858,0.6523157208088715,3.8918202981106265
1.0,0.4824261492442928,-1.3862943611198906,1.3862943611198906,0.11671335200746966,0.7002801120448179,5.030437921392435
1.0,0.5596157879354227,-1.3862943611198906,1.3862943611198906,0.11930326890956812,0.7158196134574087,5.44673737166631
1.0,0.6523251860396901,-0.8675005677047231,1.3862943611198906,0.09735202492211838,0.778816199376947,7.183111701743281
1.0,0.6418538861723947,-0.8675005677047231,1.3862943611198906,0.09238728750923873,0.7390983000739099,6.434546518787453
1.0,0.5653138090500605,-0.8675005677047231,1.3862943611198906,0.09204712812960236,0.7363770250368189,6.5337888379333435
1.0,0.5709795465857378,-0.8675005677047231,1.3862943611198906,0.08503401360544217,0.6802721088435374,5.170483995038151
1.0,0.62057648772511,-0.8675005677047231,1.3862943611198906,0.09090909090909091,0.7272727272727273,6.180016653652572
1.0,0.6575200029167941,-0.8675005677047231,1.3862943611198906,0.10105092966855295,0.8084074373484236,7.903226808730733
1.0,1.199964782928397,-0.8675005677047231,1.3862943611198906,0.09819324430479183,0.7855459544383346,6.952728644624869
1.0,1.2809338454620642,-0.8675005677047231,1.3862943611198906,0.08954154727793696,0.7163323782234957,5.707110264748875
1.0,1.1314021114911006,-0.8675005677047231,1.3862943611198906,0.1,0.8,7.498315870766981
1.0,1.247032293786383,-0.8675005677047231,1.3862943611198906,0.09018759018759019,0.7215007215007215,5.673323267171493
1.0,1.2325602611778486,-0.8675005677047231,1.3862943611198906,0.08884150675195451,0.7107320540156361,5.572154032177765
1.0,0.5709795465857378,-1.5606477482646683,1.3862943611198906,0.0847457627118644,0.6779661016949152,4.356708826689592
1.0,0.5653138090500605,-1.5606477482646683,1.3862943611198906,0.09811616954474098,0.7849293563579278,7.110696122978827
1.0,0.636576829071551,-1.5606477482646683,1.3862943611198906,0.09184423218221896,0.7347538574577517,5.713732805509369
1.0,0.5128236264286637,-1.5606477482646683,1.3862943611198906,0.091441111923921,0.731528895391368,5.730099782973574
1.0,0.5247285289349821,-1.5606477482646683,1.3862943611198906,0.08909479686386315,0.7127583749109052,5.278114659230517
1.0,0.13976194237515863,-0.916290731874155,1.5686159179138452,0.06915629322268327,0.6915629322268326,5.455321115357702
1.0,0.16551443847757333,-0.916290731874155,1.5686159179138452,0.07241129616220131,0.724112961622013,6.1903154058531475
1.0,0.20701416938432612,-0.916290731874155,1.5686159179138452,0.0670690811535882,0.670690811535882,4.919980925828125
1.0,0.19885085874516517,-0.916290731874155,1.5686159179138452,0.06954102920723226,0.6954102920723226,5.472270673671475
1.0,0.19885085874516517,-1.0216512475319814,1.4816045409242156,0.06702412868632708,0.6702412868632708,4.948759890378168
1.0,0.22314355131420976,-1.0216512475319814,1.4816045409242156,0.06662225183211193,0.6662225183211192,4.8283137373023015
1.0,0.22314355131420976,-1.0216512475319814,1.4816045409242156,0.06775067750677506,0.6775067750677507,5.093750200806762
1.0,0.20701416938432612,-0.916290731874155,1.4816045409242156,0.06729475100942127,0.6729475100942126,5.0689042022202315
1.0,0.23901690047049992,-0.916290731874155,1.4816045409242156,0.06858710562414266,0.6858710562414266,5.337538079701318
1.0,0.23901690047049992,-0.916290731874155,1.4816045409242156,0.0700280112044818,0.7002801120448179,5.69035945432406
1.0,0.1823215567939546,-0.916290731874155,2.174751721484161,0.06872852233676977,0.6872852233676976,4.454347296253507
1.0,0.27763173659827955,-0.916290731874155,2.174751721484161,0.07077140835102619,0.7077140835102619,4.795790545596741
1.0,0.26236426446749106,-0.916290731874155,2.174751721484161,0.07423904974016332,0.7423904974016332,5.655991810819852
1.0,0.19885085874516517,-0.916290731874155,0.7884573603642703,0.059665871121718374,0.5966587112171837,4.990432586778736
1.0,0.23111172096338664,-0.916290731874155,0.7884573603642703,0.06540222367560497,0.6540222367560498,6.091309882077698
1.0,0.19885085874516517,-0.916290731874155,0.7884573603642703,0.06176652254478073,0.6176652254478073,5.3471075307174685
1.0,0.20701416938432612,-0.916290731874155,2.174751721484161,0.07163323782234957,0.7163323782234957,5.081404364984463
1.0,0.25464221837358075,-0.916290731874155,2.174751721484161,0.07423904974016332,0.7423904974016332,5.730099782973574
1.0,0.29266961396282004,-0.916290731874155,2.174751721484161,0.07434944237918216,0.7434944237918215,5.720311776607412
1.0,0.1906203596086497,-0.916290731874155,2.174751721484161,0.06983240223463687,0.6983240223463687,4.700480365792417
1.0,0.19885085874516517,-0.916290731874155,2.174751721484161,0.07423904974016332,0.7423904974016332,5.777652323222656
1.0,0.7561219797213337,-0.916290731874155,1.4816045409242156,0.06872852233676977,0.6872852233676976,5.10594547390058
1.0,0.7514160886839212,-0.916290731874155,1.4816045409242156,0.07225433526011561,0.7225433526011561,5.998936561946683
1.0,0.7654678421395714,-0.916290731874155,1.4816045409242156,0.0697350069735007,0.697350069735007,5.3230099791384085
1.0,0.7323678937132266,-0.916290731874155,1.4816045409242156,0.06765899864682003,0.6765899864682002,4.875197323201151
1.0,0.7227059828014898,-0.916290731874155,1.4816045409242156,0.0665335994677312,0.6653359946773121,4.605170185988092
1.0,0.7608058290337602,-0.916290731874155,1.4816045409242156,0.0708215297450425,0.7082152974504249,5.579729825986222
1.0,1.3937663759585917,-0.916290731874155,1.4816045409242156,0.06775067750677506,0.6775067750677507,4.499809670330265
1.0,1.4036429994545037,-0.916290731874155,1.4816045409242156,0.07042253521126761,0.704225352112676,5.093750200806762
1.0,1.4398351280479205,-0.916290731874155,1.4816045409242156,0.07173601147776183,0.7173601147776184,5.424950017481403
1.0,1.4134230285081433,-0.916290731874155,1.4816045409242156,0.0683526999316473,0.683526999316473,4.634728988229636
1.0,1.425515074273172,-0.916290731874155,1.4816045409242156,0.07077140835102619,0.7077140835102619,5.209486152841421
1.0,0.13976194237515863,-0.2231435513142097,2.174751721484161,0.07256894049346879,0.7256894049346879,5.953243334287785
1.0,0.1570037488096647,-0.2231435513142097,2.174751721484161,0.07012622720897616,0.7012622720897616,5.337538079701318
1.0,0.26236426446749106,0.1823215567939546,2.580216829592325,0.0749063670411985,0.7490636704119851,6.144185634125646
1.0,0.19885085874516517,0.1823215567939546,2.580216829592325,0.06872852233676977,0.6872852233676976,4.74493212836325
1.0,0.17395330712343798,0.1823215567939546,2.580216829592325,0.07037297677691766,0.7037297677691766,5.093750200806762
1.0,0.1823215567939546,0.1823215567939546,2.580216829592325,0.07412898443291327,0.7412898443291327,6.018593214496234
1.0,0.23901690047049992,0.1823215567939546,2.580216829592325,0.07097232079488999,0.7097232079489,5.187385805840755
1.0,0.131028262406404,0.1823215567939546,2.174751721484161,0.06825938566552901,0.6825938566552902,5.241747015059643
1.0,0.20701416938432612,0.1823215567939546,2.174751721484161,0.06844626967830253,0.6844626967830253,5.241747015059643
1.0,0.23901690047049992,0.1823215567939546,2.174751721484161,0.07097232079488999,0.7097232079489,5.771441123130016
1.0,0.25464221837358075,0.1823215567939546,2.174751721484161,0.07087172218284904,0.7087172218284904,5.739792912179234
1.0,0.2151113796169455,0.5596157879354227,2.9806186357439426,0.07215007215007214,0.7215007215007215,5.176149732573829
1.0,0.17395330712343798,0.5596157879354227,2.9806186357439426,0.07524454477050414,0.7524454477050414,5.945420608606575
1.0,0.14842000511827322,0.5596157879354227,2.9806186357439426,0.07518796992481203,0.7518796992481203,5.945420608606575
1.0,0.7323678937132266,-1.6094379124341003,0.7884573603642703,0.06662225183211193,0.6662225183211192,5.0106352940962555
1.0,0.7561219797213337,-1.6094379124341003,0.7884573603642703,0.0681198910081744,0.6811989100817438,5.375278407684165
1.0,0.7654678421395714,-1.6094379124341003,0.7884573603642703,0.06983240223463687,0.6983240223463687,5.84354441703136
1.0,0.7275486072772777,-1.6094379124341003,0.7884573603642703,0.06464124111182935,0.6464124111182935,4.605170185988092
1.0,1.7369512327330598,-0.916290731874155,1.4816045409242156,0.07272727272727272,0.7272727272727273,5.602118820879701
1.0,1.742219023667919,-0.916290731874155,1.4816045409242156,0.06988120195667366,0.6988120195667366,4.787491742782046
1.0,1.728109442151599,-0.916290731874155,1.4816045409242156,0.07142857142857142,0.7142857142857143,5.247024072160486
1.0,1.7387102481382397,-0.916290731874155,1.4816045409242156,0.07037297677691766,0.7037297677691766,4.927253685157205
1.0,1.7173950539391927,-0.916290731874155,1.4816045409242156,0.0728862973760933,0.7288629737609329,5.631211781821365
1.0,1.7316555451583497,-0.916290731874155,1.4816045409242156,0.06934812760055478,0.6934812760055479,4.762173934797756
1.0,1.6882490928583902,-0.916290731874155,1.4816045409242156,0.07047216349541931,0.704721634954193,5.062595033026967
1.0,0.1823215567939546,0.1823215567939546,1.8870696490323797,0.07027406886858749,0.7027406886858749,6.186208623900494
1.0,0.1906203596086497,0.1823215567939546,1.8870696490323797,0.06596306068601583,0.6596306068601583,5.3230099791384085
1.0,0.1823215567939546,0.1823215567939546,1.8870696490323797,0.06868131868131869,0.6868131868131868,5.8888779583328805
1.0,0.7608058290337602,-3.506557897319982,-1.1086626245216111,0.06447453255963895,0.6447453255963894,5.332718793265369
1.0,0.712949807856125,-3.506557897319982,-1.1086626245216111,0.06097560975609756,0.6097560975609756,4.59511985013459
1.0,0.7514160886839212,-3.506557897319982,-1.1086626245216111,0.05605381165919283,0.5605381165919282,3.8501476017100584
1.0,1.3001916620664788,-3.506557897319982,-1.1086626245216111,0.06493506493506493,0.6493506493506493,5.198497031265826
1.0,1.33500106673234,-3.506557897319982,-1.1086626245216111,0.06064281382656155,0.6064281382656155,4.290459441148391
1.0,1.3217558399823195,-3.506557897319982,-1.1086626245216111,0.05847953216374269,0.5847953216374269,3.8918202981106265
1.0,0.6780335427498971,0.6280751838162305,3.0252910757955354,0.08006405124099279,0.800640512409928,5.697093486505405
1.0,0.636576829071551,0.6280751838162305,3.0252910757955354,0.07698229407236336,0.7698229407236336,5.739792912179234
1.0,0.6151856390902335,0.6280751838162305,3.0252910757955354,0.07363770250368189,0.7363770250368189,5.0238805208462765
1.0,0.688134638736401,0.6280751838162305,3.0252910757955354,0.07256894049346879,0.7256894049346879,4.762173934797756
1.0,2.362739015813793,0.6280751838162305,3.0252910757955354,0.07662835249042145,0.7662835249042146,4.762173934797756
1.0,2.419478844465545,0.6280751838162305,3.0252910757955354,0.08090614886731391,0.8090614886731392,5.332718793265369
1.0,2.327277705584417,0.6280751838162305,3.0252910757955354,0.07698229407236336,0.7698229407236336,4.804021044733257
1.0,2.329227023940467,0.6280751838162305,3.0252910757955354,0.0744047619047619,0.7440476190476191,4.442651256490317
1.0,2.468099531471619,0.6280751838162305,3.0252910757955354,0.07751937984496124,0.7751937984496124,4.770684624465665
1.0,2.995732273553991,0.6280751838162305,3.0252910757955354,0.12406947890818859,1.2406947890818858,7.227662498728654
1.0,2.991724252156452,0.6280751838162305,3.0252910757955354,0.11764705882352941,1.1764705882352942,7.410347097821024
1.0,2.9892110565637253,0.6280751838162305,3.0252910757955354,0.11037527593818984,1.1037527593818985,7.515344571180436
1.0,2.8975680247667595,0.6280751838162305,3.0252910757955354,0.09881422924901186,0.9881422924901185,6.8501261661455
1.0,2.8166056076565553,0.6280751838162305,3.0252910757955354,0.09541984732824428,0.9541984732824428,6.74993119378857
1.0,3.9871304779149512,0.6280751838162305,3.0252910757955354,0.11001100110011001,1.1001100110011002,5.537334267018537
1.0,4.0943445622221,0.6280751838162305,3.0252910757955354,0.10834236186348863,1.0834236186348862,5.497168225293202
1.0,4.104294893075269,0.6280751838162305,3.0252910757955354,0.1079913606911447,1.079913606911447,5.4510384535657
1.0,4.014579593753238,0.6280751838162305,3.0252910757955354,0.1072961373390558,1.0729613733905579,5.777652323222656
1.0,3.883623530906448,0.6280751838162305,3.0252910757955354,0.10152284263959391,1.015228426395939,5.8971538676367405
1.0,4.055257173514054,0.6280751838162305,3.0252910757955354,0.09930486593843098,0.9930486593843099,5.44673737166631
1.0,3.9815490680767565,0.6280751838162305,3.0252910757955354,0.09871668311944719,0.9871668311944719,5.676753802268282
1.0,3.9926809084456005,0.6280751838162305,3.0252910757955354,0.09775171065493646,0.9775171065493646,5.564520407322694
1.0,4.079230924412053,0.6280751838162305,3.0252910757955354,0.09737098344693282,0.9737098344693281,5.4680601411351315
1.0,3.912023005428146,0.6280751838162305,3.0252910757955354,0.0946073793755913,0.9460737937559129,5.267858159063328
1.0,3.9721769282478934,0.6280751838162305,3.0252910757955354,0.09407337723424271,0.940733772342427,5.187385805840755
1.0,3.9569963710708773,0.6280751838162305,3.0252910757955354,0.08968609865470852,0.8968609865470852,4.624972813284271
1.0,0.5423242908253617,-2.995732273553991,-0.5978370007556204,0.07168458781362007,0.7168458781362007,6.777646593635117
1.0,0.5128236264286637,-2.995732273553991,-0.5978370007556204,0.06844626967830253,0.6844626967830253,5.902633333401366
1.0,0.4762341789963717,-2.995732273553991,-0.5978370007556204,0.0646830530401035,0.6468305304010349,5.087596335232384
1.0,2.7166795278002644,-2.3025850929940455,0.7884573603642703,0.08136696501220504,0.8136696501220505,6.56244409369372
1.0,2.7606426512213806,-2.3025850929940455,0.7884573603642703,0.08130081300813008,0.8130081300813008,6.548219102762372
1.0,2.7265447837383743,-2.3025850929940455,0.7884573603642703,0.08090614886731391,0.8090614886731392,6.480044561926653
1.0,2.70805020110221,-2.3025850929940455,0.7884573603642703,0.07867820613690008,0.7867820613690008,5.932245187448011
1.0,0.8903573498476506,-3.506557897319982,-1.1086626245216111,0.07363770250368189,0.7363770250368189,7.154615356913663
1.0,1.0508216248317612,-3.506557897319982,-1.1086626245216111,0.07309941520467836,0.7309941520467836,7.501082124259871
1.0,0.8250522514398839,-3.506557897319982,-1.1086626245216111,0.07272727272727272,0.7272727272727273,7.415175109613295
1.0,0.8441500540964727,-3.506557897319982,-1.1086626245216111,0.07256894049346879,0.7256894049346879,7.1929342212158
1.0,0.767790723555711,-3.506557897319982,-1.1086626245216111,0.06693440428380187,0.6693440428380187,7.1929342212158
1.0,0.767790723555711,-3.506557897319982,-1.1086626245216111,0.06693440428380187,0.6693440428380187,5.730099782973574
1.0,0.8162493776939287,-3.506557897319982,-1.1086626245216111,0.06657789613848203,0.6657789613848203,5.634789603169249
1.0,0.8586616190375187,-3.506557897319982,-1.1086626245216111,0.06640106241699867,0.6640106241699867,5.241747015059643
1.0,0.6678293725756554,-1.1394342831883648,1.3862943611198906,0.06289308176100629,0.7547169811320755,6.755768921984255
1.0,0.7178397931503168,-1.1394342831883648,1.3862943611198906,0.06587615283267458,0.7905138339920948,7.358193752733032
1.0,0.6981347220709843,-1.1394342831883648,1.3862943611198906,0.06464959917248513,0.7757951900698216,7.088408778675395
1.0,0.6729444732424258,-1.1394342831883648,1.3862943611198906,0.06016847172081829,0.7220216606498195,5.966146739123692
1.0,0.6259384308664954,-1.1394342831883648,1.3862943611198906,0.0572737686139748,0.6872852233676976,5.111987788356544
1.0,1.2149127443642704,-1.1394342831883648,1.3862943611198906,0.06500260010400416,0.7800312012480499,6.927557906278317
1.0,1.2781522025001875,-1.1394342831883648,1.3862943611198906,0.058644147314098054,0.7037297677691766,5.3471075307174685
1.0,1.2892326482767593,-1.1394342831883648,1.3862943611198906,0.06021194605009634,0.7225433526011561,5.652489180268651
1.0,1.3217558399823195,-1.1394342831883648,1.3862943611198906,0.06317917614354308,0.7581501137225171,6.419994928147142
1.0,1.3376291891386096,-1.1394342831883648,1.3862943611198906,0.06546216286986122,0.7855459544383346,6.96979066990159
1.0,0.6471032420585384,-1.8325814637483102,1.3862943611198906,0.05811250581125058,0.697350069735007,4.6443908991413725
1.0,0.6830968447064438,-1.8325814637483102,1.3862943611198906,0.06375924509053812,0.7651109410864575,6.4967749901858625
1.0,0.7275486072772777,-1.8325814637483102,1.3862943611198906,0.06546216286986122,0.7855459544383346,6.895682697747868
1.0,0.7839015438284094,-1.8325814637483102,1.3862943611198906,0.06656017039403621,0.7987220447284346,7.1459844677143876
1.0,0.6981347220709843,-1.8325814637483102,1.3862943611198906,0.06038647342995169,0.7246376811594203,5.393627546352362
1.0,0.6151856390902335,-1.2517634681622845,1.3862943611198906,0.05465078150617554,0.7651109410864575,6.90975328164481
1.0,0.5187937934151675,-1.2517634681622845,1.3862943611198906,0.05545696539485359,0.7763975155279503,7.208600337960199
1.0,0.5877866649021191,-1.2517634681622845,1.3862943611198906,0.051610239471511145,0.7225433526011561,5.945420608606575
1.0,0.62057648772511,-1.2517634681622845,1.3862943611198906,0.05225206395652628,0.731528895391368,6.212606095751519
1.0,0.6471032420585384,-1.2517634681622845,1.3862943611198906,0.05370569280343716,0.7518796992481203,6.659293919683638
1.0,1.2892326482767593,-1.2517634681622845,1.3862943611198906,0.052988554472233995,0.7418397626112759,6.003887067106539
1.0,1.2412685890696329,-1.2517634681622845,1.3862943611198906,0.05655468838366701,0.7917656373713381,7.1204443723924875
1.0,1.275362800412609,-1.2517634681622845,1.3862943611198906,0.05206164098292378,0.7288629737609329,5.762051382780177
1.0,1.2383742310432684,-1.2517634681622845,1.3862943611198906,0.052559655208661835,0.7358351729212657,5.855071922202427
1.0,0.5128236264286637,-1.9449106487222296,1.3862943611198906,0.050911312493636084,0.7127583749109052,5.247024072160486
1.0,0.5766133643039938,-1.9449106487222296,1.3862943611198906,0.05105687736138058,0.7147962830593281,5.19295685089021
1.0,0.5596157879354227,-1.9449106487222296,1.3862943611198906,0.05366534292154127,0.7513148009015778,6.042632833682381
1.0,0.6259384308664954,-1.9449106487222296,1.3862943611198906,0.05291005291005291,0.7407407407407407,5.75890177387728
1.0,0.5933268452777344,-1.9449106487222296,1.3862943611198906,0.05498735290883097,0.7698229407236336,6.593044534142437
1.0,0.6523251860396901,-1.9449106487222296,1.3862943611198906,0.05473453749315818,0.7662835249042146,6.284134161070802
1.0,0.6729444732424258,-1.9449106487222296,1.3862943611198906,0.05562972852692479,0.778816199376947,6.660575149839686
1.0,0.6097655716208943,-1.9449106487222296,1.3862943611198906,0.05157297576070139,0.7220216606498195,5.442417710521793
1.0,0.598836501088704,-1.9449106487222296,1.3862943611198906,0.04859086491739553,0.6802721088435374,4.532599493153256
1.0,0.20701416938432612,-1.6094379124341003,1.1314021114911006,0.04251700680272109,0.6802721088435374,5.19295685089021
1.0,0.2151113796169455,-1.6094379124341003,1.1314021114911006,0.04325259515570934,0.6920415224913494,5.66988092298052
1.0,0.23111172096338664,-1.6094379124341003,1.1314021114911006,0.044738725841088046,0.7158196134574087,6.173786103901937
1.0,0.2151113796169455,-1.6094379124341003,1.1314021114911006,0.042925824175824176,0.6868131868131868,5.459585514144159
1.0,0.20701416938432612,-1.6094379124341003,1.1314021114911006,0.04358437935843794,0.697350069735007,5.768320995793772
1.0,0.19885085874516517,-1.6094379124341003,1.1314021114911006,0.04122691292875989,0.6596306068601583,4.820281565605037
1.0,0.7839015438284094,-3.506557897319982,-0.7657178733947807,0.042258282623394185,0.676132521974307,5.926926025970411
1.0,0.7929925155296614,-3.506557897319982,-0.7657178733947807,0.040983606557377046,0.6557377049180327,5.0369526024136295
1.0,0.7514160886839212,-3.506557897319982,-0.7657178733947807,0.03970775095298602,0.6353240152477764,4.77912349311153
1.0,0.7323678937132266,-3.506557897319982,-0.7657178733947807,0.03762793497892836,0.6020469596628537,4.465908118654584
1.0,0.7654678421395714,-3.506557897319982,-0.7657178733947807,0.036635404454865184,0.5861664712778429,3.6109179126442243
1.0,0.7466879474879751,-3.506557897319982,-0.5418004280654213,0.04274965800273598,0.6839945280437757,5.327876168789581
1.0,0.7080357930536959,-3.506557897319982,-0.5418004280654213,0.040956749672346006,0.6553079947575361,4.418840607796598
1.0,0.8109302162163288,-3.506557897319982,-0.9480394301887354,0.03901373283395755,0.6242197253433208,4.820281565605037
1.0,0.7747271675523681,-3.506557897319982,-0.9480394301887354,0.036635404454865184,0.5861664712778429,3.7612001156935624
1.0,0.8241754429663494,-1.6094379124341003,1.1314021114911006,0.04605747973470892,0.7369196757553427,5.831882477283517
