Constant,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
5.812924659045986,-5.866309257871595,13.441733511042493,27.780812575371495,10.875797997504463,17.245808514769152,-15.293124864306188,0,0.9914471910790129
