Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,training_adj_r2
34.989637268544065,-0.10112970901116326,0.039535089025596354,0.0047044262190705285,2.7007582801666272,-17.109660473437753,3.716724875176889,-0.0003925747645259689,-1.4039463700193817,0.2786592784300438,-0.01160507691542857,-0.8559264125955585,0.009803083163167003,-0.5471651890638368,0.745666808828029
