T0/S_H__T,T0/T,log_Fuel(%),log_Oxidizer(%),log_P(atm)
0.07344853744624161,0.7505255617790695,-1.4968285096827942,1.265735096492204,1.0843830365118845
0.07560601482552205,0.755873672689769,-1.3574297278338787,1.3843253482668536,1.0308393329093617
0.07728362233236873,0.7767933975792486,-1.235633680781772,1.5015140420623403,1.1521136421430969
0.07460129907189385,0.7571844659534333,-1.3659262479225152,1.3876720300690049,1.0641512863217235
0.07094643464900377,0.7525749747312396,-1.450419341946147,1.316737194819877,1.1010907399770478
0.07550753248690714,0.7598515816597902,-1.3413879360928316,1.3896595516619374,1.0911880519353123
0.0754366019643132,0.7590780035498891,-1.3877714057403638,1.3582770910562632,1.1182211249204426
0.07516582935285157,0.7627937580060942,-1.358279560290658,1.3929021438532674,1.0970818738530332
0.07274020041136699,0.7654949774954213,-1.3391336713784523,1.4133817719764512,1.161260167588322
0.07391728423269209,0.766774932387408,-1.3276418373460703,1.4389928459288712,1.1001897100606195
0.07498636129873458,0.7728271974250236,-1.3520465665825645,1.4281122049959185,1.1836570338183106
0.07279824938546815,0.7670419115878471,-1.3441464666237182,1.4200798992167498,1.1141926264096258
0.07686825204594787,0.7658279262764248,-1.2877848753514465,1.456080714654406,1.0834274564850872
0.07700574204376757,0.7568424709282661,-1.3183942781156013,1.3887753027068457,1.0628169402173215
0.07559308123538162,0.7748536650677551,-1.2744301010884136,1.4593160047762728,1.2007381705753204
0.06837571911223816,0.7722879410324747,-1.3371776712030063,1.4596615150621497,1.1603437325644703
0.07726362536198267,0.7734399730658993,-1.2011757222661066,1.5465688686989665,1.1640997782534084
0.07625338307581925,0.7600930102297957,-1.3725058332754985,1.3732338938225432,1.1048251773423303
0.0750180314474512,0.7729707325849301,-1.23704878352798,1.5482892026595605,1.1628735555041432
0.0771201346488717,0.7671244290987888,-1.32593485610952,1.3554995566781032,1.126097594038073
0.07534772495170584,0.7655571886955316,-1.3186853291548546,1.429726795146114,1.122411806725557
0.07865267668685029,0.7655998466833049,-1.345525016278435,1.3792799116614811,1.1106422961876168
0.07551360893791807,0.7522734666956237,-1.4268643386522746,1.3009967658668369,1.0504016125444091
0.07210641414102638,0.7459550990778921,-1.4678972861610011,1.3164247831881997,1.027371129473217
0.07578616115326743,0.7573262136426853,-1.328467943235069,1.4172726701887548,1.0484057646435392
0.07435350991125292,0.7693171709010612,-1.3757877798565354,1.3755527734381778,1.1460538927688038
0.07528127747541595,0.7587476464352637,-1.3750052509284076,1.370936030660739,1.0856513220826778
0.07548997625002672,0.7652818436486368,-1.2682228183969504,1.4780540698776925,1.1121476270839603
0.07811507937580746,0.7700800063403224,-1.1815993871832366,1.5473941509100408,1.1371301447588194
0.07657034399451215,0.7450021322337124,-1.3749940761002442,1.3546297453612357,0.9927105479533792
0.07679658606114219,0.7440477239440085,-1.4011277917570502,1.349986862211907,1.0368282707091336
0.07477739025065577,0.7452326076600143,-1.357235628797743,1.4201392220692897,0.9959260270869636
0.07719203140259681,0.7584859094676837,-1.3572131839061363,1.3485327097584785,1.064202607437293
0.0738323806319562,0.7483799353186933,-1.4336585815452394,1.2959470531671495,1.0827452795346142
0.0761624390305354,0.7514211167581196,-1.3876132390448142,1.3409954246202913,1.0773653646330006
0.07684093815739458,0.75031020693827,-1.4241960333279569,1.3081192487451394,1.0666653006501454
