T0/S_H__T,T0/T,log_Fuel(%),log_Oxidizer(%),log_P(atm)
0.07417704664327919,0.7614833183719719,-1.3834120533328078,1.3673522471467152,1.115956206172551
0.07433240506419586,0.7717086102240136,-1.3583908678268088,1.3984073305685658,1.1536616062026817
0.07642435841700419,0.7617401431094787,-1.3661573070028106,1.3671715012747845,1.1298027597611535
0.07599852716051601,0.7754744310427397,-1.2446569707733341,1.4979351603053008,1.1835469820707618
0.07682015034993997,0.7725299623364985,-1.284051884711492,1.45855274473627,1.1602980810876729
0.07640503032020445,0.7522585247267428,-1.4101099056850386,1.3297424362731582,1.0798297671345891
0.0760153198347506,0.7567853213527733,-1.403836457840206,1.3277835667857385,1.0753250961545884
0.07483468051933895,0.7686623972782556,-1.3726964230925434,1.3890199664863698,1.1572597139871603
0.07558803003278483,0.7674984872723738,-1.3337149182097112,1.4045929528742318,1.137094370969952
0.07298824986402268,0.7614955962284211,-1.4771937247730522,1.29804757162257,1.1372941982502218
0.07635410560281801,0.7578703994693674,-1.3785691152031858,1.3349305614887008,1.0812223081852452
0.07670410145414021,0.7708349101995272,-1.260981181021814,1.4811722415492832,1.1745560463175788
0.07639265512340711,0.7646556460598827,-1.2981964713871113,1.4432397089401652,1.129827341797297
0.0760520154289213,0.7671788672347362,-1.3629157523569957,1.3915009377596133,1.1351322141644866
0.07633021719002618,0.7614285181959004,-1.3642096572708575,1.388465125960597,1.0958693465235356
0.07593072053278742,0.7725945833523761,-1.3625287585900865,1.4013320647401135,1.2130684900813349
0.07491716091434912,0.7730950085992228,-1.3886885775726587,1.3586287133314936,1.1846507042541852
0.07458005153819694,0.7671246375348245,-1.3123736767952203,1.4389217268090086,1.1267992076801874
0.07430943726014635,0.7653341775060284,-1.3597634313187927,1.3960525423604473,1.1372921950733672
0.07398959243138148,0.7795156943484683,-1.3190240744894552,1.4241647897566965,1.2441730657211063
0.0749423643764968,0.7684587403936077,-1.3753102805394135,1.3836239620896562,1.1559346547602671
0.07164013484210366,0.7660230758347305,-1.414490619541587,1.3450920713366863,1.1232777465344077
0.07529548379098129,0.7698628703997155,-1.3374539034224098,1.4244295311038362,1.124607803663035
0.07742924118920028,0.7619484624231132,-1.3142047449483585,1.4330405177140242,1.1233105252318778
0.0757208002538178,0.7659014227331085,-1.3516953561127427,1.3679517222272881,1.1511780149794235
0.07371314800199477,0.7566127120489538,-1.364302212529287,1.3939440335892952,1.1080199617201272
0.07686228362745788,0.7597384853660368,-1.3470645333949478,1.3688587317242062,1.1077593797507257
0.07638393300152485,0.7607975415066801,-1.3507743201239,1.38946574889864,1.0984043658371525
0.0762553029154788,0.7700976136444488,-1.3262187576474878,1.4003448839163044,1.1692271398343836
0.07622544915692257,0.7527797292155097,-1.4454730004787375,1.2750901453928611,1.0791835632344444
0.07535787333360576,0.7750685037708096,-1.2839100966065526,1.4740630659418972,1.1513566134032525
0.07461620661799008,0.7632335153389807,-1.346328439040351,1.3989643390070476,1.1207841106171443
0.07231907084064948,0.7663156413108597,-1.3611087382350937,1.3957989267484108,1.153669151313456
0.07677733932889255,0.763877611707952,-1.3083182967598428,1.4053785044939158,1.111188118266397
0.07588764638526607,0.7636740583486379,-1.3422769734029385,1.3997218935586206,1.0976898146628995
0.07733659764890496,0.7728310087005223,-1.384465170775104,1.3448919858120143,1.1850140623017542
0.07628192586899278,0.7700330704267011,-1.2749741464634872,1.4677301719185103,1.1389207944081157
0.07640902740275418,0.7706123409398299,-1.2556510938504108,1.4933202079078542,1.1362119277728908
0.07457660017348447,0.7596116844230023,-1.4033458763910331,1.3412573624307715,1.1196005929121169
0.07593561768788941,0.7550327981096479,-1.4401027592503624,1.2966699194583082,1.0392619647636492
0.0758999713994275,0.768985184277609,-1.319937688096437,1.422617234153505,1.1399968464000612
0.07407885076797169,0.7710941795745949,-1.3415117729455044,1.4365318597280767,1.1515799589089473
0.07748957240294625,0.7657900426357491,-1.3128960439624018,1.4150088044739058,1.0655256558678403
0.07620644978201907,0.7770028126111431,-1.2725997267167266,1.4938176334853437,1.162452744599666
0.07473741118233322,0.7626518043954633,-1.3463922417586598,1.4311182548460712,1.1046021791041027
0.07821656089214142,0.7628836800859607,-1.3052753819255574,1.392163035518757,1.13164336619245
0.07450423755817745,0.7565856497059639,-1.3782643041580729,1.3842972629439123,1.0668832209468182
0.07559083479689464,0.7615798818826784,-1.3733404840901808,1.3330232659167458,1.0997444328300754
