Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
6.4896,-6.3699,14.5605,32.4245,10.1822,-23.7004,-19.2989,19.7032,0.810317241203071,0.8053503245970406
