Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,Training_R2,Testing_R2
132.8403,0.0744,-0.2511,-0.045,0.1026,0.021,0.0317,0.008,-13.3017,0.7359,0.0525,0.3029,0.7734847547948563,0.6456265965051264
