Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,training_adj_r2
38.38152834372795,-0.09816638897600656,0.022231909695673905,0.006773585469143362,1.7913566928297442,-16.93266577055164,1.7635738683486313,0.007389270694560728,-1.0096902850094531,0.2753429592073126,-0.01239958404659603,-0.6368393906599565,0.007458530801943966,-0.5431836347761531,0.925275548251359
