Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
2.5621,0.3092,10.8933,8.8539,5.9892,-14.5906,-7.1978,9.2281,0.9981289577756576,
2.5621,0.3092,10.8933,8.8539,5.9892,-14.5906,-7.1978,9.2281,0.9981289577756576,
