Constant,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
1.2186546079200684,5.0526358847559205,7.570012199617399,2.2818784480245853,3.182592189430119,4.713440296016381,0.05143948851328162,0,0.9861537023895137
