Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,Training_R2,Testing_R2
25.751,-0.0882,0.0377,0.0049,1.4748,-13.1494,4.5116,0.0007,-1.3168,0.2761,-0.0118,-0.8131,0.0113,-0.519,0.9603735507097061,
