Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,Training_R2,Testing_R2
-117.8149,-0.3412,-0.204,-0.035,-0.0384,0.0224,-0.0062,-0.1026,12.6144,-1.6471,-0.0172,0.4389,0.9423435291954132,
-117.8149,-0.3412,-0.204,-0.035,-0.0384,0.0224,-0.0062,-0.1026,12.6144,-1.6471,-0.0172,0.4389,0.9423435291954132,
