Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,training_adj_r2
-0.4741212442800117,-0.5833269073372677,-0.28085995832827315,0.12913948992087554,1.7952320863684357,7.219966628112887,0.8120797587311214
0.2754527033659411,-0.5188963457452286,-0.1637111926542174,0.03939921554586534,0.6817125511737068,6.62741425960225,0.8001050969804978
-0.8356883774229528,-0.6374830505583757,-0.25472105053357263,0.06488208612049251,1.9188055591219533,7.941253993768557,0.8277369204349292
-1.1702641987033613,-0.6630969469898522,-0.2750221635456034,0.07237652611201789,1.82434979071237,8.40449403607934,0.8416098894590659
-0.294108100518903,-0.5933891353722311,-0.20426728417389006,0.08124500835610149,1.5404153826260374,7.2457900487038875,0.7956710034752053
0.10112816076881084,-0.5539487213105281,-0.2385666653266807,0.15518841451388776,1.0770707827577244,6.528302195330178,0.8055304789455238
-1.0522179855562612,-0.6525335223907942,-0.2822993078680014,0.06960686917042776,2.2359789283755367,8.205383578363689,0.8505456508486398
0.027086749752681,-0.5011797691236111,-0.27148957263843504,0.157797134867793,2.053279148139649,6.415783239234723,0.790957831717273
0.16228034807820454,-0.5568492646405918,-0.12693992461594894,0.015252801560146743,0.8976185675098285,6.890303357001798,0.8107993529075693
-0.3216805145311052,-0.6297285986590565,-0.17095483768371944,0.023872190157059187,1.2965928249801992,7.521737504521928,0.8203735100222637
0.27706952772440285,-0.5509287609489035,-0.12490573461077578,0.010648001299707593,0.6689710503483202,6.806511181465199,0.8032224330682942
-0.24020723204282435,-0.5868951738850374,-0.2456156447050761,0.10703004810892147,1.7109227110232226,7.000408278190478,0.8168579240959841
-0.3258630577526136,-0.5437547069127913,-0.25571129108207336,0.09529505633701947,2.2398464288209867,7.028868665829487,0.8056415816010032
-0.12545296567263448,-0.5212218178766242,-0.2870909527733908,0.16401581758028533,1.7725303411631372,6.601791740941911,0.7930457163332987
-0.10961225624043447,-0.5951326962953174,-0.20073424835788325,0.07524229706251923,1.9608046802076384,6.95064927293828,0.8082010120160537
-0.22922706271061966,-0.5412893808695979,-0.2667100501096146,0.1263993602924705,1.9839079954882504,6.836040180855347,0.7861300481851747
