Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,training_adj_r2
35.91918163949019,-0.09635494445899905,0.02228849442539585,0.0323855384097257,1.941533678765192,-16.10738379643508,1.8671535608322316,0.007209821409166563,-0.9198714187445642,0.24957016379243552,-0.01259239017191759,-0.589454689256921,0.007347895850812136,-0.5193109146639806,0.9208269117000902
