Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,training_adj_r2
61.14012022802889,-0.16989210469250787,0.033823092089649925,0.17401568256327793,3.81822662092583,-32.733591054934216,3.3882781954519112,-0.011349949480132057,-2.0003930307024342,0.622166611584071,-0.017354024879153062,-1.216274258340917,0.011290365236200531,-0.7049143097353096,0.9039046933185049
