Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
3.6712,-1.9991,12.3275,13.2135,9.6698,-21.2667,-9.8535,10.0795,0.9997137136867903,0.9988209257543618
