Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,log_T0/T,training_adj_r2
7.648910537332681,-0.4801627512491901,-0.521461144379349,0,5.034714774715948,9.774502110288646,0.9579613875673639
7.648910537332681,-0.48016275124919006,-0.521461144379349,0,5.0347147747159475,9.774502110288644,0.957961387567364
