Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,Training_R2,Testing_R2
34.6512,-0.1038,0.0418,0.0059,2.727,-16.4789,3.7735,-0.0005,-1.4013,0.276,-0.0119,-0.8611,0.009,-0.5382,0.7477818522511137,-0.5779721490854852
