Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,Training_R2,Testing_R2
137.9776,0.0606,-1.8641,0.0003,0.0782,-0.0173,0.0034,0.0,-137.9806,0.5976,0.7337,0.2157,0.2790262685346466,-1.5894480488677647
137.9776,0.0606,-1.8641,0.0003,0.0782,-0.0173,0.0034,0.0,-137.9806,0.5976,0.7337,0.2157,0.2790262685346466,-1.589448048867765
