Constant,female,male,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
4.407494534149675,0.9313034912660556,0.9680679075077399,-6.424960043624635,14.671424941248969,39.31933374496126,12.085591350064195,12.70294009633914,-20.14937343120759,0,0.9915146228486821
