Constant,female,male,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
0.8681582361486992,0.4052111313339162,0.4830881108559735,1.6979940013448713,11.574030492815421,-2.439168331984744,4.241584919719577,1.3336958453582577,-0.3215147473154931,0,0.9402922299290463
