Constant,female,male,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
6.758357407938476,0.6915077184560434,0.16842617037145402,-8.784112606303992,16.23340890881144,47.88242260164701,9.84832645003003,24.13337874568944,-23.792087841916242,0,0.9957755049688641
