Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,Training_R2,Testing_R2
35.5635,-0.1162,0.0449,0.029,2.2502,-14.3482,3.1056,-0.0128,-1.3911,0.2641,-0.0165,-0.711,0.0082,-0.4918,0.9957853938535315,0.9975707709530832
