Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,Training_R2,Testing_R2
-1.2065,-0.6151,-0.4187,0.1038,1.9807,9.1924,0.6065274226784114,0.4181682839166553
-1.1812,-0.5938,-0.4615,0.1685,2.6917,8.834,0.5750276026496155,0.4382424446747197
-1.1413,-0.6331,-0.4332,0.1347,1.8841,9.0508,0.5926928382221989,0.4183754556501257
-1.5046,-0.6323,-0.4282,0.1031,2.6837,9.5132,0.6072666786368647,0.5160434062842336
-1.2616,-0.6604,-0.474,0.2007,2.4496,9.016,0.6121809468247936,-1.803319504176932
-1.4680000000000002,-0.6354,-0.4772,0.177,2.9246,9.2254,0.5975996911293345,0.6782336632478629
-1.5242,-0.6477,-0.4644,0.1554,3.0055,9.3687,0.6072780679103251,-0.6213843489547404
-1.7963,-0.6407,-0.4045,0.0521,2.6236,10.0613,0.6165722641269653,0.6017283690435041
-1.5794,-0.6449,-0.457,0.1437,2.9689,9.4789,0.6121303464213275,-0.526064534151252
-1.2883,-0.5996,-0.4675,0.1604,3.0255,8.9641,0.5830846675135352,0.2630249805131454
-1.5513,-0.6347,-0.4370000000000001,0.1032,2.0844,9.6609,0.6230045844179739,0.2973828625524497
-1.2926,-0.6535,-0.4451,0.1482,2.2594,9.1991,0.5997180649815331,0.081155478941915
-1.6426,-0.6238,-0.4378,0.0824,2.9858,9.7152,0.6022821134817832,0.6074902012385155
-1.7964,-0.6399,-0.4127,0.0667,2.2877,10.0738,0.6386858896797141,0.6618484993020206
-1.8805,-0.6512,-0.5308,0.2002,4.0472,9.5806,0.6109373035621426,0.14690859938245748
-1.3751,-0.6379,-0.4671,0.153,2.6825,9.2088,0.6039562858559788,-0.0521444070778323
-1.4155,-0.6172,-0.4885,0.1806,3.1632,9.1102,0.5977059210981394,-0.6276812916198347
-1.5473,-0.6388,-0.4399,0.1175,2.7484,9.534,0.6109579837445114,0.2257329545926889
-1.4967,-0.6438,-0.4386,0.0957,2.0252,9.6118,0.6226567891880536,-0.21633085894273774
-1.4089,-0.6188,-0.4498,0.1416,2.5916,9.2684,0.6076786385582941,0.7161468951695381
-1.455,-0.6252,-0.4791,0.1621,2.9505,9.2049,0.5977177611447455,0.4715321385120895
-1.7078,-0.6561,-0.4161,0.0876,2.1652,9.9086,0.6355091552478979,0.4636052738644682
-1.2115,-0.6369,-0.4205,0.1207,2.0303,9.1942,0.6117887675050708,-0.8509930460307848
-1.2276,-0.6077,-0.4615,0.1759,2.6117,8.9073,0.5810073486310092,0.09926295895696567
-1.1508,-0.6273,-0.4148,0.0986,2.0091,9.16,0.5958743897537921,-0.004890777350122111
-1.5838,-0.6417,-0.4799,0.1902,3.2685,9.2969,0.6145831785981333,0.4020893683771571
-1.4166,-0.6413,-0.439,0.1186,2.2666,9.4038,0.605661228288492,-0.2392593425965465
-1.5664,-0.6498,-0.4635,0.1569,2.8808,9.4254,0.599150865748857,0.4043846235262856
-1.8652,-0.6404,-0.467,0.1064,3.2875,9.8695,0.6253681792439996,0.17707774447933974
-1.2028,-0.62,-0.4274,0.13,2.4334,9.088,0.6042146310877619,-0.08278402223774273
-1.5776,-0.6474,-0.4109,0.0553,1.8743,9.8722,0.6280525412728573,0.4564251985090487
-1.6259,-0.6381,-0.4587,0.1276,2.6965,9.6207,0.6203919434883276,0.28593779532593955
-1.1939,-0.6063,-0.4393,0.1486,2.6847,8.9452,0.5879672485812941,0.6028035655324635
-1.4873,-0.6227,-0.4406,0.1108,2.6621,9.4373,0.6053027362872898,0.3424215867118008
-1.0781,-0.6335,-0.4107,0.1067,1.0812,9.1589,0.6173229895427352,-0.10923121766917854
-1.442,-0.6329,-0.4465,0.1163,2.5022,9.4207,0.5898871855803116,0.4676837573428261
-1.3696,-0.6318,-0.4723,0.1602,2.2353,9.2021,0.6035016664240891,0.4730267138653588
-1.3984,-0.6368,-0.3945,0.071,1.9756,9.599,0.6132627372559176,0.4962741384787534
-1.4467,-0.593,-0.4656,0.1555,2.9126,9.2215,0.6176448143376445,-0.5500065805153502
-1.6442,-0.6285,-0.4716,0.1287,2.9960000000000004,9.572,0.6038930855498508,0.6352360077129574
-1.2169,-0.6318,-0.4172,0.1124,2.2239,9.1867,0.5904584081893843,0.6860577834332964
-1.8321,-0.6445,-0.4807,0.1164,3.2973,9.8061,0.6041955976656587,0.2870712934193733
-1.0982,-0.6069,-0.4646,0.1439,2.1084,8.9005,0.5830029512901149,0.4464885503096888
-1.4504,-0.6609,-0.4081,0.0726,2.2503,9.6353,0.6025051563183809,0.5522184984364431
-1.7856,-0.6392,-0.4395,0.0764,2.6807,9.9408,0.6285963862350892,0.1701290246244631
-1.4593,-0.6298,-0.4543,0.1202,2.3086,9.4186,0.595909644308824,0.7511952688441609
-1.3424,-0.6425,-0.4584,0.1605,2.5225,9.1939,0.5905877717903331,0.5402126593600726
-1.6626,-0.628,-0.4932,0.1588,3.2279,9.4618,0.6223774625426117,0.4207211198677214
-1.3199,-0.6285,-0.4196,0.111,2.3716,9.2834,0.6022677929515666,0.013506616170689713
-1.4394,-0.6332,-0.4501,0.156,2.3875,9.318,0.6045004024201859,0.5933557001413232
-1.2496,-0.6333,-0.4161,0.1049,2.3063,9.2225,0.5877526296244876,0.1535900040576652
-1.3254,-0.6254,-0.4421,0.1257,2.2493,9.2638,0.6065718942501059,0.2552082146399475
-1.4616,-0.6211,-0.4388,0.1266,2.6923,9.3709,0.6041918363397076,0.4916617609992198
-1.6778,-0.6167,-0.4365,0.08900000000000001,2.8916,9.7073,0.608651078381659,0.4789957715153499
-1.3705,-0.6357,-0.4734,0.1641,2.9339,9.1195,0.6047823442351611,-0.06270544843796544
-1.3819,-0.6091,-0.4456,0.1122,2.5348,9.276,0.5978785189011004,0.5320574215041023
-1.1068,-0.6203,-0.46299999999999997,0.1734,2.3118,8.8394,0.5888088845949099,0.07149300076896781
-1.4474,-0.5885,-0.4722,0.1498,2.6956,9.2215,0.6012050321913827,0.6025196816827634
-1.2438,-0.6513,-0.4061,0.0859,1.9886,9.362,0.5959871295949692,0.4906217363757792
-1.7321,-0.6448,-0.4335,0.0884,2.887,9.8244,0.6206025800600771,0.3605133143130117
-1.4079,-0.6364,-0.4736,0.1554,2.8638,9.222000000000001,0.5823201062781467,0.6388621691198215
-1.4337,-0.6528,-0.4591,0.1406,2.3398,9.3801,0.6059869402535236,0.13160452064503514
-1.3748,-0.6146,-0.4619,0.15,2.7303,9.1785,0.6147359695362935,-0.2836372442001094
-1.4113,-0.6393,-0.4561,0.141,2.6374,9.2909,0.6021516765972821,0.17055846314382905
-1.828,-0.635,-0.3467,-0.0051,2.6804,10.2751,0.6624961162753802,0.12520338219277882
-1.1931,-0.6295,-0.4429,0.1494,2.2276,9.0476,0.5889773014179085,-0.2908111777367466
-1.1939,-0.5944,-0.4187,0.102,2.3277,9.1131,0.5974382961495075,0.2709422937574697
-1.4197,-0.613,-0.4646,0.1511,2.6966,9.2039,0.6016650606815552,-0.5792667702836847
-1.2907,-0.6664,-0.4447,0.1499,2.351,9.232999999999999,0.5837202833539692,-0.19948819653293448
-2.0305,-0.6509,-0.453,0.07400000000000001,2.9012,10.247,0.6444812599414809,0.3214127319838489
-1.5417,-0.6464,-0.45399999999999996,0.1363,2.4688,9.5066,0.6188524646022215,0.6068486069672524
-1.2932,-0.6131,-0.4552,0.1421,2.9037,9.0689,0.599036769511645,0.2891932853937396
-1.1491,-0.6465,-0.4176,0.109,1.1018,9.2366,0.6005972866499345,0.4271920032288224
-1.4349,-0.6577,-0.4733,0.1585,2.7782,9.2966,0.6099850436695017,-0.6470668960731298
-1.2409,-0.5979,-0.5026,0.1747,3.0339,8.8213,0.5792969235082055,0.004887353254704796
-1.3004,-0.6408,-0.44,0.1077,1.7335,9.3496,0.6212233239649101,0.3816153987768417
-1.5495,-0.6233,-0.4899,0.1623,3.0701,9.3141,0.6076349281981943,0.1354969500514447
-1.4885,-0.6105,-0.4793,0.1703,3.0717,9.2144,0.6069912353452567,-0.428283432198473
-1.2992,-0.6111,-0.4255,0.1075,2.2079,9.2527,0.5971796238965943,0.6587819344148473
-1.1753,-0.6202,-0.4639,0.1305,2.5836,8.9858,0.5862968159899014,0.36822242033222863
-1.1875,-0.6002,-0.4541,0.1282,2.089,9.008,0.598535859374854,0.4274368553116645
-1.5311,-0.6394,-0.46,0.1553,2.9368,9.4101,0.6247761035274206,0.6548060258800334
-1.3981,-0.6036,-0.4257,0.1067,2.17,9.3735,0.6160276692460729,0.17060019212987665
-1.1964,-0.605,-0.428,0.0971,1.9575,9.1489,0.5821714883303769,0.5066984722857435
-1.4593,-0.6324,-0.4807,0.1428,2.864,9.2826,0.5972121219257074,0.5785226792248379
-1.4271,-0.6197,-0.484,0.1741,2.9904,9.1251,0.5857767879310154,0.5777077385258835
-1.5674,-0.6342,-0.4411,0.0909,2.2695,9.667,0.6167723056670358,0.3856231365461712
-1.7627,-0.6537,-0.4497,0.1049,2.9081,9.8331,0.6258928915598635,0.3802924065212168
-1.5494,-0.6329,-0.4383,0.0964,2.6499,9.5973,0.6241413425024172,0.5031409102695469
-1.1916,-0.6198,-0.4107,0.1045,2.3933,9.1573,0.5900617200113176,0.3562015775522752
-1.2087,-0.6107,-0.4414,0.1275,2.2913,9.0829,0.6009632038991913,0.3239969874767089
-1.452,-0.6295,-0.504,0.1591,2.7245,9.2322,0.5894229319867901,0.3876248217447408
-1.2733,-0.6313,-0.4320000000000001,0.1152,1.7936,9.2571,0.5989808917460394,0.4394147896234544
-1.3566,-0.6219,-0.4132,0.097,1.9804,9.3967,0.6123510235322907,0.3275613793933779
-1.6161,-0.6186,-0.4988,0.1475,3.4694,9.3973,0.5950427407814126,0.4771008257476914
-1.836,-0.644,-0.4129,0.052000000000000005,2.7459,10.1038,0.64917751398263,0.4197007740424514
-1.178,-0.6276,-0.4048,0.1009,1.7593,9.2328,0.6026439173004791,0.21004641975965865
-1.3914,-0.6352,-0.4883,0.1781,2.6891,9.1569,0.619327915395969,-0.20751625882693547
-1.4219,-0.6212,-0.4926,0.1519,3.0589,9.1771,0.6031236831533736,0.16559370325964895
-1.138,-0.6177,-0.4131,0.11,2.0101,9.1137,0.5890941068828844,0.11844118809520066
-1.1420000000000001,-0.6607,-0.4306,0.1616,1.264,9.0947,0.6118777391549097,-0.16277513576405722
-1.6008,-0.6469,-0.4684,0.1551,2.6051,9.4943,0.626030289919408,0.2764923617332865
-1.6645,-0.629,-0.4334,0.0873,2.4626,9.7947,0.6237539730728052,0.28875256482646805
-1.4486,-0.6188,-0.4532,0.1328,2.8195,9.3229,0.605666395248355,0.42680600950940295
-1.355,-0.6186,-0.3999,0.0698,1.8897,9.4947,0.6144079953410011,0.19578676214161986
-1.1439,-0.6191,-0.4277,0.132,2.2169,9.0196,0.5916042792135712,0.6790898831499803
-1.5164,-0.6359,-0.446,0.1412,2.5977,9.4321,0.6253544115461958,0.3012178930827112
-1.3993,-0.6018,-0.4337,0.1294,3.3691,9.1913,0.5976919804687157,0.4020328943512407
-1.3457,-0.6194,-0.4213,0.1109,2.3028,9.3316,0.6176946290769201,0.19533340493915866
-1.4595,-0.6319,-0.4536,0.1447,2.513,9.3519,0.6159175774457539,-0.5714838735806003
-1.6469999999999998,-0.6364,-0.4036,0.0427,2.2709,9.9369,0.6270202678318919,0.359387404981084
-1.277,-0.6244,-0.4391,0.1115,2.307,9.2312,0.5781959840554263,0.5094714601670713
-1.4634,-0.6199,-0.493,0.1732,3.2623,9.1435,0.5974943678067431,0.604546765140113
-1.2158,-0.6298,-0.4501,0.1554,2.1443,9.066,0.5935724739211021,-0.32659245890511457
-1.4241,-0.5817,-0.4737,0.1627,3.4619999999999997,9.0587,0.6043187671362953,0.3734349237432236
-1.247,-0.6361,-0.4043,0.1081,1.4586,9.3452,0.6098178269528636,0.06950882529262603
-1.3538,-0.6102,-0.4403,0.1495,2.7282,9.1429,0.6043249513794705,0.3602162013839325
-1.3382,-0.6031,-0.4942,0.1807,3.3057,8.9012,0.5881550122457617,0.4819835577455306
-1.2999,-0.6386,-0.4274,0.1226,2.455,9.2576,0.5951985983326982,-0.02058819711020665
-1.1265,-0.618,-0.4301,0.1216,2.3337,8.9989,0.5839627383220938,0.3034152093300844
-1.6127,-0.6096,-0.4453,0.0855,3.1577,9.5958,0.6047005143444063,0.2248352646974381
-1.2455,-0.604,-0.4370000000000001,0.1435,2.8407,8.9807,0.5949210768390654,0.21708367560982988
-0.9392,-0.6024,-0.3827,0.0835,1.1558,8.9992,0.593523640090848,0.24604075876692544
-1.7029,-0.634,-0.4744,0.1178,2.6833,9.7103,0.5970266159337632,0.7289190863876025
-1.4034,-0.6083,-0.4413,0.1116,2.784,9.3093,0.5983913311743978,0.5316512437554446
-1.3058,-0.6204,-0.4836,0.1735,2.7489,9.0135,0.5985617923611852,0.3060801280734039
-1.3725,-0.6289,-0.457,0.1306,2.5072,9.2738,0.6083222931141803,0.3970020735748607
-1.1827,-0.5983,-0.4334,0.1308,2.5502,8.9596,0.5976154599726315,-0.5890427221855954
-1.272,-0.6403,-0.442,0.1272,2.824,9.1509,0.5878904004440421,0.5690453440904156
-1.6454,-0.6426,-0.4761,0.1541,3.0085,9.5347,0.6169763238800074,0.1856376632813264
-1.0044,-0.626,-0.4287,0.1199,1.5398,8.9281,0.5933182596698415,-0.3149876114886501
-1.9846,-0.6486,-0.4627,0.1007,3.2072,10.0828,0.6286970935865447,0.44527328797761023
-1.351,-0.6429,-0.4087,0.1221,2.4551,9.3411,0.6079039621062199,0.2610088503459672
-1.2275,-0.6279,-0.4370000000000001,0.1007,1.6726,9.2757,0.6166431579293383,-3.3991834961204432
-1.3359999999999999,-0.6125,-0.4452,0.1114,2.4006,9.2681,0.6094565114341306,0.4495793462435671
-1.4024,-0.6181,-0.4633,0.1373,2.553,9.286,0.600133651753223,0.6036203000326255
-1.1435,-0.6231,-0.4328,0.1169,2.0639,9.0872,0.5910114063796079,0.4494069922670945
-1.2187,-0.623,-0.4398,0.1204,1.9501,9.1687,0.6155047348371171,0.24122926717572896
-1.4449,-0.611,-0.503,0.1683,3.0185,9.1221,0.6080291799843704,0.5714576831799407
-1.3748,-0.606,-0.4772,0.1389,2.9555,9.1485,0.5933902839325884,0.3269980236471793
-1.5714,-0.6093,-0.4339,0.1126,2.8233,9.5105,0.6082138176220419,0.2156414038491556
-1.8082,-0.6573,-0.4576,0.1244,2.9626,9.8412,0.6355020186799805,0.279901760709424
-1.1277,-0.6136,-0.435,0.1084,1.9612,9.084,0.5790917947061314,0.5613290235175522
-1.3838,-0.6052,-0.4977,0.1881,3.303,8.9993,0.5937206035458135,0.2391694744005811
-1.3101,-0.6249,-0.4695,0.1666,3.0193,9.0386,0.5999950799379472,-0.8105254483245294
-1.5911,-0.6277,-0.4757,0.14,2.9085,9.4836,0.6242415905795149,0.006146031524786655
-1.4063,-0.6507,-0.45,0.156,2.5766,9.2782,0.5913475653416685,0.7126856016976924
-1.3744,-0.6395,-0.4306,0.112,2.2999,9.3701,0.6136556948235532,0.3503493164988721
-1.2836,-0.6171,-0.4475,0.1509,2.5407,9.066,0.5913913035931891,0.5621300642672514
-1.4112,-0.6273,-0.467,0.1505,2.656,9.2764,0.5995901767853273,0.4253741235918996
-1.4344,-0.6489,-0.4947,0.1809,2.9739,9.1797,0.6033332007052302,0.05850488393103648
-1.4994,-0.6407,-0.4865,0.1836,3.1163,9.2132,0.6073346075263917,0.2471355390298993
-1.3515,-0.6157,-0.456,0.1465,2.657,9.1666,0.5945376044548552,0.4716247229868157
-1.2889,-0.6014,-0.4618,0.1559,2.3747,9.0388,0.6022217914050663,-0.10755010635871654
