Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
1.3642,2.1131,9.5083,2.7881,2.8788,-9.7627,-0.5375,6.2705,0.9796349760663491,0.9858413962058646
