Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
0.2471,12.1622,-2.7896,7.4898,-3.5501,-0.8571,6.4219,6.2915,0.9836539059775699,0.0
