Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,training_adj_r2
41.48546538480209,-0.13519163703816744,0.016604367055380015,0.021761719028015547,0.7592799482265675,-10.11161907948123,1.6468036938968278,-0.0006315482610384851,-0.8511008693319895,0.3310621675517443,-0.02169302647384153,-0.8747957413312883,0.004316948247949643,-0.4409142125818916,0.9625643325545491
