Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,Training_R2,Testing_R2
-3.185,-0.4398,-0.2045,-0.172,3.2904,11.6127,0.9884212332080585,0.9918324995139559
