,Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,1,2,5,6
0,1.0,1.4422019930581866,-0.38639804539093864,3.044522437723423,0.050352467270896276,1.0070493454179255,0.13440267741040346,0.20936999596732825,0.5312331683312066,0.4520370784953721
1,1.0,0.7608058290337602,-3.101092789211817,-0.2876820724517809,0.03158559696778269,0.6317119393556538,0.12360454696715797,0.08285657045284037,0.03276286571882857,0.080599376098745
2,1.0,3.095577608523707,0.11600367575630613,3.033509637888021,0.04826254826254826,0.9652509652509652,0.5518804713908257,0.04596459094443908,0.1865929493456417,0.07510305419027188
3,1.0,3.104586678466073,0.11600367575630613,3.033509637888021,0.04926108374384237,0.9852216748768473,0.5546219805829994,0.03108981154261175,0.1659734243292855,0.08914239267534098
4,1.0,2.7376090033437546,-2.5902671654458267,1.024606875357614,0.04095004095004095,0.819000819000819,0.024938413098994142,0.41181057488167694,1.936682216060859,0.420365415654897
5,1.0,2.155244505095337,-0.7176448121603456,3.044522437723423,0.040983606557377046,0.819672131147541,0.3048944731427982,0.2971091161286185,0.26264336553881446,0.29770747674391973
6,1.0,3.1484533605716547,0.11600367575630613,3.033509637888021,0.045167118337850046,0.9033423667570009,0.5790485867049717,0.12055154895112571,0.25016640824014535,0.013061396150150444
7,1.0,1.8325814637483102,-0.0015011261262670914,3.044522437723423,0.05428881650380022,1.0857763300760044,0.42395368493604163,0.17061548488685385,0.629774239261902,0.3269380197475121
8,1.0,2.8172035149987327,-2.3025850929940455,1.279822116609374,0.04065040650406504,0.8130081300813008,0.04117789540005023,0.043775637966062694,1.8968675329403653,0.13683762168079097
9,1.0,2.1090003439213802,-0.36068296533627114,3.044522437723423,0.04448398576512456,0.8896797153024911,0.25429305420819676,0.0344485786182864,0.30018262892052355,0.30220668528588723
10,1.0,2.89591193827178,-0.5709295478356962,3.0392705755684744,0.053022269353128315,1.0604453870625663,0.1156796939378825,0.1278685725397004,0.3699685710855837,0.7174341213890076
11,1.0,1.6094379124341003,-0.07289332552032483,3.044522437723423,0.05537098560354374,1.1074197120708749,0.25971419597749207,0.15416192896450806,0.6442212006028178,0.39487138091570423
12,1.0,1.7613002617433464,0.2538667239570503,3.044522437723423,0.05186721991701245,1.037344398340249,0.20087271700135445,0.1551987054203455,0.4473362640143768,0.22910543634287298
13,1.0,0.8153648132841944,-3.146555163288575,-0.2876820724517809,0.030543677458766034,0.6108735491753207,0.11105837443154504,0.09972517518334065,0.05984579503628106,0.13649672550023803
14,1.0,1.843719208158766,-0.5700449834259619,3.044522437723423,0.04604051565377532,0.9208103130755064,0.030093438676202094,0.07380427847000609,0.12761505447937524,0.1339735091794924
15,1.0,2.928523523860541,0.11600367575630613,3.033509637888021,0.044444444444444446,0.8888888888888888,0.5254049187816021,0.14767977833485962,0.32087937446010406,0.1080382915829522
16,1.0,1.5195132049061133,-0.13353139262452263,3.044522437723423,0.04194630872483222,0.8389261744966443,0.2297868932517409,0.08836709151543079,0.5753605721064128,0.34408247950801407
17,1.0,1.6505798557652755,0.2468600779315258,3.044522437723423,0.053022269353128315,1.0604453870625663,0.18001518899916993,0.05659982948932994,0.4932628065325242,0.19466623633079383
18,1.0,3.109060958860994,0.11600367575630613,3.033509637888021,0.0496031746031746,0.9920634920634921,0.5562833261988637,0.027772591000945923,0.15894515354435018,0.09424590334077008
19,1.0,1.9021075263969205,-0.5621189181535413,3.044522437723423,0.0425531914893617,0.851063829787234,0.03708190300179656,0.0014529019531298467,0.043363490078491426,0.05048630717997575
20,1.0,0.8241754429663494,-3.079113882493042,-0.27220250160339454,0.03553660270078181,0.7107320540156361,0.04058396982935331,0.04233497094844389,0.06473768797030592,0.1409316027035879
21,1.0,1.7544036826842861,-0.7776163371863952,3.044522437723423,0.03790750568612585,0.7581501137225171,0.21144413851615562,0.1900373538332789,0.2659366540723905,0.2646989055944025
22,1.0,3.1780538303479458,0.11600367575630613,3.033509637888021,0.04452359750667854,0.8904719501335708,0.5945115892337063,0.1402669900581533,0.26847382496953026,0.04402276270386352
23,1.0,0.7371640659767196,-3.0576076772720784,-0.2876820724517809,0.031017369727047148,0.6203473945409429,0.11549520537142138,0.07792674317364087,0.03641080682754452,0.03840093272123837
24,1.0,2.995732273553991,0.11600367575630613,3.033509637888021,0.05246589716684155,1.0493179433368311,0.5270783831774101,0.010967823057301153,0.1555204720151653,0.14736909245861446
25,1.0,2.71336936257981,-2.9669504721285387,0.647626665258136,0.039936102236421724,0.7987220447284346,0.015610015921347288,0.941858941404496,2.130758164295103,0.9422362812570275
26,1.0,1.472472057360943,-0.038325114321667894,3.044522437723423,0.04906771344455348,0.9813542688910697,0.27000758856895263,0.06485408722262916,0.6993989041360668,0.3297362037383827
27,1.0,3.254242968705492,0.11600367575630613,3.033509637888021,0.05847953216374269,1.1695906432748537,0.6511928912041285,0.12170147363242485,0.14198664545395642,0.06512216144445716
28,1.0,3.0252910757955354,0.11600367575630613,3.033509637888021,0.04405286343612335,0.8810572687224669,0.5413538227395684,0.12753960540001502,0.2840746929208283,0.028128187212069455
29,1.0,1.9021075263969205,-0.5621189181535413,3.044522437723423,0.04512635379061372,0.9025270758122743,0.014445631925292737,0.026135494745351494,0.09489102500558072,0.10201384210706504
30,1.0,2.9652730660692823,0.11600367575630613,3.033509637888021,0.045998160073597055,0.9199632014719411,0.5237429449287281,0.10152585032374693,0.27453694387364463,0.07079892988985494
31,1.0,3.1484533605716547,0.11600367575630613,3.033509637888021,0.06082725060827251,1.2165450121654502,0.6154990160454429,0.11423191100636287,0.07457036396297438,0.1437963395455205
32,1.0,0.7747271675523681,-3.079113882493042,-0.2876820724517809,0.031113876789047916,0.6222775357809583,0.11708604076863685,0.06683862958988084,0.04838728698925045,0.06080832963375915
33,1.0,1.9021075263969205,-0.5621189181535413,3.044522437723423,0.04212299915754002,0.8424599831508003,0.04569649773315977,0.010067496684493058,0.03474889534712822,0.041871712448612534
34,1.0,0.2151113796169455,-0.05129329438755058,1.8229350866965048,0.15772870662460567,0.6309148264984227,0.16822034980602685,0.06054816267359784,0.7561949932033232,0.03286266443134507
35,1.0,0.1570037488096647,-0.6931471805599453,1.1786549963416462,0.1601537475976938,0.6406149903907752,0.4655070748042872,0.022611802439848335,0.7968148173442663,0.39209781725956094
36,1.0,0.28517894223366247,-0.6931471805599453,1.1786549963416462,0.16318537859007834,0.6527415143603134,0.40502382935490094,0.06551037282959898,0.7529230690593247,0.34394673280056526
37,1.0,0.3148107398400336,-0.6931471805599453,1.1786549963416462,0.16170763260025872,0.6468305304010349,0.38618150872701806,0.09224390456976875,0.7460183565150591,0.3214986702934597
38,1.0,0.131028262406404,0.0,1.8718021769015913,0.17277125086385625,0.691085003455425,0.15713957619233127,0.03230820294132527,0.6938847142924853,0.024711416979220694
39,1.0,0.20701416938432612,-0.05129329438755058,1.8229350866965048,0.19592476489028213,0.7836990595611285,0.018651890358415427,0.09727581054760367,0.7525371206700905,0.12563689449006007
40,1.0,0.131028262406404,0.0,2.5649493574615367,0.1849112426035503,0.7396449704142012,0.7140704858994816,0.21995604597679339,0.026939340611269298,0.0826092594820501
41,1.0,0.1570037488096647,0.6931471805599453,2.5649493574615367,0.17458100558659218,0.6983240223463687,0.8555724121230711,0.025867132206860526,0.04123576868236088,0.020657950399233814
42,1.0,0.13976194237515863,0.6931471805599453,2.5649493574615367,0.17433751743375175,0.697350069735007,0.8562320350672107,0.03619283653106627,0.04027028863472597,0.010374606169507737
43,1.0,0.10436001532424286,0.0,2.5649493574615367,0.18050541516245489,0.7220216606498195,0.7150963268719374,0.22636133866547511,0.00922120130754148,0.05059787031268726
44,1.0,0.17395330712343798,0.6931471805599453,2.5649493574615367,0.16778523489932887,0.6711409395973155,0.8550091907351612,0.05312123177008708,0.02834703242563981,0.03802600676461003
45,1.0,0.1570037488096647,-0.2231435513142097,2.174751721484161,0.07012622720897616,0.7012622720897616,0.4281358287377451,0.029998859250626383,0.4650811304336579,0.39067428368144647
46,1.0,3.912023005428146,0.6280751838162305,3.0252910757955354,0.0946073793755913,0.9460737937559129,1.0153355917923401,0.9299680548983906,0.9629424964732891,0.060392842436729044
47,1.0,0.19885085874516517,0.1823215567939546,2.580216829592325,0.06872852233676977,0.6872852233676976,0.6935181986534162,0.05673519101082195,0.23287961911605398,0.02988336239004084
48,1.0,0.23901690047049992,-0.916290731874155,1.4816045409242156,0.0700280112044818,0.7002801120448179,0.34600868729022566,0.014480921864187217,0.5398286999715826,0.042174834174636515
49,1.0,3.9815490680767565,0.6280751838162305,3.0252910757955354,0.09871668311944719,0.9871668311944719,1.0839814866017854,0.9820518947373651,1.0182111480670444,0.01476367933751885
50,1.0,4.104294893075269,0.6280751838162305,3.0252910757955354,0.1079913606911447,1.079913606911447,1.2102462264307159,1.08215317137146,1.1187010634839611,0.08998695360373028
51,1.0,4.055257173514054,0.6280751838162305,3.0252910757955354,0.09930486593843098,0.9930486593843099,1.1576996494288563,1.044398556927406,1.0843321041340097,0.030862125375653155
52,1.0,0.5423242908253617,-2.995732273553991,-0.5978370007556204,0.07168458781362007,0.7168458781362007,0.37217665913123643,0.04392546344371084,0.09653534735644428,0.3942251731151517
53,1.0,0.7514160886839212,-0.916290731874155,1.4816045409242156,0.07225433526011561,0.7225433526011561,0.15539558798524727,0.0171905008619241,0.552100792834462,0.03574510378037379
54,1.0,0.8162493776939287,-3.506557897319982,-1.1086626245216111,0.06657789613848203,0.6657789613848203,0.048590925744556694,0.04244945821158787,0.11764670846398792,0.12405541959424415
55,1.0,4.0943445622221,0.6280751838162305,3.0252910757955354,0.10834236186348863,1.0834236186348862,1.2006012647946942,1.0733632144320053,1.1096956845820907,0.08045497719934179
56,1.0,0.20701416938432612,-0.916290731874155,1.5686159179138452,0.0670690811535882,0.670690811535882,0.41102170678794203,0.07044759693596074,0.5773529254793315,0.08704092911325373
57,1.0,1.3937663759585917,-0.916290731874155,1.4816045409242156,0.06775067750677506,0.6775067750677507,0.061045077540768655,0.04392705479365364,0.922949991309878,0.020566709033259238
58,1.0,0.16551443847757333,-0.916290731874155,1.5686159179138452,0.07241129616220131,0.724112961622013,0.4427156424276227,0.041632805733799176,0.5975853670130398,0.10925790523027833
59,1.0,0.7654678421395714,-0.916290731874155,1.4816045409242156,0.0697350069735007,0.697350069735007,0.1702966856805142,0.011872997567578269,0.558852030367242,0.013771684285596515
60,1.0,2.70805020110221,-2.3025850929940455,0.7884573603642703,0.07867820613690008,0.7867820613690008,0.028366126498068307,0.5308290076700523,1.8224763061978795,0.5293576102815106
61,1.0,1.6882490928583902,-0.916290731874155,1.4816045409242156,0.07047216349541931,0.704721634954193,0.03792254381102716,0.26275122990726824,0.9361192501193658,0.04485230459247322
62,1.0,0.8250522514398839,-3.506557897319982,-1.1086626245216111,0.07272727272727272,0.7272727272727273,0.019163977797743485,0.07191456192027136,0.16283494004312124,0.18303201678473918
63,1.0,0.19885085874516517,-0.916290731874155,1.5686159179138452,0.06954102920723226,0.6954102920723226,0.41485120445300305,0.05921528719292108,0.5803520053747837,0.09026207235689286
64,1.0,0.26236426446749106,0.1823215567939546,2.580216829592325,0.0749063670411985,0.7490636704119851,0.6993047445801224,0.0804230796935638,0.25995296343007657,0.04591566303872241
65,1.0,3.9569963710708773,0.6280751838162305,3.0252910757955354,0.08968609865470852,0.8968609865470852,1.063392693474753,0.9760204765052681,1.0194298520765135,0.04663173664987226
66,1.0,1.244154593958768,-0.6931471805599453,1.3862943611198906,0.11947431302270012,0.7168458781362007,0.06478714166895055,0.3069593805112818,0.8989065817167694,0.03221391550137403
67,1.0,0.6678293725756554,-0.6931471805599453,1.3862943611198906,0.1278118609406953,0.7668711656441718,0.03400662520439127,0.09196765633592359,0.7206836438132014,0.149377534508599
68,1.0,1.5173226235262947,0.38662202030668447,3.044522437723423,0.0563570784490532,0.9017132551848512,0.12396004956880856,0.2578992965886331,0.4045939746060618,0.16995938180360445
