Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,Training_R2,Testing_R2
36.7258,-0.1001,0.0272,0.038,1.4465,-14.8374,2.1386,0.0082,-1.0563,0.2537,-0.0141,-0.7073,0.0071,-0.5194,0.9212981093783403,
