Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,Training_R2,Testing_R2
142.1579,0.2199,-0.1964,-0.003,0.0783,-0.0412,0.1065,-0.0766,-13.9882,0.4406,0.0407,0.1705,0.7424815105579929,
166.8106,0.2512,-0.2776,-0.055999999999999994,0.1236,-0.022000000000000002,0.0764,-0.3309,-16.8103,1.5005,0.0653,0.1569,0.8216579771034357,
166.8106,0.2512,-0.2776,-0.056,0.1236,-0.022,0.0764,-0.3309,-16.8103,1.5005,0.0653,0.1569,0.8216579771034302,
