Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,training_adj_r2
138.12220683512487,0.18672156144405827,-0.23215590667324115,-0.0328653817437603,0.0948104518006283,0.016420995384581527,0.03917949632309964,-0.056929619433809364,-13.922939220511623,0.8745295470914609,0.04311615494736809,0.29385896017551305,0.9992249208548858
