Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,training_adj_r2
36.13575673749505,-0.15931678243962477,0.04321396156311788,0.1710966112109945,2.367034342447811,-20.0413159095686,4.349980296193273,-0.011306736667010112,-1.7979865429237503,0.6707143773479738,-0.015271170429543134,-0.9372014260613617,0.023939828843882606,-0.7018769756192533,0.9753722652466852
