Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,Training_R2,Testing_R2
52.3595,-0.089,0.045,-0.0247,3.6431,-22.2832,3.0916,0.0081,-1.9037,0.3329,-0.0113,-1.2011,0.012,-0.6565,0.9875830447032459,0.9875122255948994
