,y_predicted,y_actual,Relative Error
0,7.9809328781109885,8.439663988907,0.05435419128047784
194,5.483039666046038,5.187385805840755,0.05699476986508122
367,5.2511589009370585,5.707110264748875,0.07989180910487975
181,5.305707412026021,5.0106352940962555,0.058889162872706444
78,7.327801104919668,7.510977752014095,0.024387856433912072
131,5.777241719317215,5.4510384535657,0.05984240774125057
126,6.109202922730921,7.087573705557973,0.13804029749416613
253,6.257785982928028,5.777652323222656,0.08310186090213938
244,5.7147745795223654,5.472270673671475,0.04431504220316442
379,6.68747601898071,7.1459844677143876,0.06416309058677955
378,5.6569009462253295,6.419994928147142,0.11886208485557906
46,5.414033858486368,5.272999558563747,0.026746503267494306
223,5.721950074274765,5.69035945432406,0.005551603585727627
72,6.935754560028124,6.8658910748834385,0.010175443272069557
281,5.91247190769592,5.030437921392435,0.17533940386234528
77,5.367022358788425,5.568344503761097,0.03615475745738969
347,5.7966974774884115,5.459585514144159,0.06174680522374746
25,6.336041634638841,6.669498089857879,0.04999723378377099
108,7.77401489269652,8.335431477880796,0.06735303225442761
165,5.772561532626687,6.548219102762372,0.11845320963809432
140,5.201712737833158,3.295836866004329,0.5782676598734074
320,5.155121100281217,6.089044875446846,0.1533777126411952
90,8.416488767773266,6.690842277418564,0.25791169763165983
351,5.25587329587566,4.465908118654584,0.17688791534275103
301,5.534072987295206,4.969813299576001,0.11353740144873144
39,6.23549912688465,6.553933404025811,0.04858674287803406
56,5.196528372753094,5.209486152841421,0.0024873432250625688
370,6.508611985170202,7.903226808730733,0.17646144509226203
148,6.036016419460357,6.659293919683638,0.09359513301868051
118,6.4857142225482285,6.375024819828097,0.01736297596455734
116,5.721498011978541,5.676753802268282,0.007882006384067755
368,5.858533346658641,6.434546518787453,0.08951884494843282
57,8.870715258887367,8.585225601808064,0.03325359988433833
22,6.388918486399502,7.01211529430638,0.08887429566551679
31,6.156107677538093,6.4967749901858625,0.05243637237897072
82,5.9889209365342495,6.484635235635252,0.07644443844379795
155,6.557431540393265,6.593044534142437,0.005401600666391445
318,5.396816092280352,5.003946305945459,0.0785119907997619
73,5.091725890701536,4.02535169073515,0.2649145421059183
30,6.550717005564155,6.985641817639208,0.06225982142068022
180,4.745226654375259,4.762173934797756,0.0035587277269866126
327,6.082455391904162,5.327876168789581,0.14162852123607267
326,5.380424095418091,5.049856007249537,0.06546089387380405
255,5.774166724418295,5.241747015059643,0.10157295035967977
172,4.86254384317028,3.8501476017100584,0.2629499817125353
137,5.724998334943008,5.375278407684165,0.0650608025732964
5,6.002702711140984,6.309918278226516,0.0486877251874456
45,6.098459068261856,6.962243464266207,0.12406696209888869
114,7.353973018841044,6.985641817639208,0.052726894796090946
