,Unnamed: 0,Fuel,T(K),T_Error(%),P(atm),P_Error(%),Fuel(%),Oxidizer(%),Diluant(%),Equv(phi),Diluant Type,Time(μs),Mode_of_measurement,Species_name,Species_measurement_Error,Measured_wavelength(nm),Shocktube_dia(cm),Research_group,Data_Source,Primary_C,Secondary_C,Tertiary_C,Quaternary_C,Other_Atom,P_P,P_S,P_T,P_Q,S_S,S_T,S_Q,T_T,T_Q,Q_Q,P_H,S_H,T_H,label
384,518,CCCCCCCCC,1204,±0.7,31.84,±1,0.4,4.0,95.6,1.0,Ar,205,Species,OH,±3,306.0,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0,6
385,519,CCCCCCCCC,1133,±0.7,33.85,±1,0.4,4.0,95.6,1.0,Ar,416,Species,OH,±3,306.0,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0,6
386,520,CCCCCCCCC,1194,±0.7,38.71,±1,0.4,4.0,95.6,1.0,Ar,201,Species,OH,±3,306.0,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0,6
387,521,CCCCCCCCC,1249,±0.7,41.76,±1,0.4,4.0,95.6,1.0,Ar,98,Species,OH,±3,306.0,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0,6
388,522,CCCCCCCCC,1077,±0.7,15.63,±1,0.4,4.0,95.6,1.0,Ar,1339,Species,OH,±3,306.0,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0,6
389,523,CCCCCCCCC,1160,±0.7,14.81,±1,0.4,4.0,95.6,1.0,Ar,534,Species,OH,±3,306.0,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0,6
390,524,CCCCCCCCC,1278,±0.7,14.5,±1,0.4,4.0,95.6,1.0,Ar,122,Species,OH,±3,306.0,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0,6
391,525,CCCCCCCCC,1107,±0.7,14.8,±1,0.4,4.0,95.6,1.0,Ar,965,Species,OH,±3,306.0,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0,6
392,526,CCCCCCCCC,1233,±0.7,14.94,±1,0.4,4.0,95.6,1.0,Ar,216,Species,OH,±3,306.0,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0,6
393,527,CCCCCCCCC,1207,±0.7,15.19,±1,0.4,4.0,95.6,1.0,Ar,306,Species,OH,±3,306.0,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0,6
