Fuel,Primary Carbon,Secondary Carbon,Tertiary Carbon,Quaternary Carbon,T(K),T+AF8-Error(+ACU-),P(atm),P+AF8-Error(+ACU-),Fuel(+ACU-),Oxidizer(+ACU-),Diluant(+ACU-),Equv(phi),Diluant Type,Time(+A7w-s),Mode+AF8-of+AF8-measurement,Species+AF8-name,Species+AF8-measurement+AF8-Error,Measured+AF8-wavelength(nm),Shocktube+AF8-dia(cm),Research+AF8-group,Data+AF8-Source
CCC(C)CC(C)C,4,2,2,0,1402,+ALE-0.7,2.93,+ALE-1,0.32,4,95.68,1,Ar,613,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CCC(C)CC(C)C,4,2,2,0,1409,+ALE-0.7,2.92,+ALE-1,0.32,4,95.68,1,Ar,608,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CCC(C)CC(C)C,4,2,2,0,1410,+ALE-0.7,3.11,+ALE-1,0.32,4,95.68,1,Ar,629,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CCC(C)CC(C)C,4,2,2,0,1433,+ALE-0.7,2.94,+ALE-1,0.32,4,95.68,1,Ar,485,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CCC(C)CC(C)C,4,2,2,0,1451,+ALE-0.7,3.02,+ALE-1,0.32,4,99.68,1,Ar,416,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1391,+ALE-0.7,1.52,+ALE-1,0.364,4,95.636,1,Ar,1251,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1407,+ALE-0.7,1.55,+ALE-1,0.364,4,95.636,1,Ar,1189,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1439,+ALE-0.7,1.57,+ALE-1,0.364,4,95.636,1,Ar,812,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1445,+ALE-0.7,1.54,+ALE-1,0.364,4,95.636,1,Ar,764,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1446,+ALE-0.7,1.5,+ALE-1,0.364,4,95.636,1,Ar,763,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1470,+ALE-0.7,1.5,+ALE-1,0.364,4,95.636,1,Ar,536,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1479,+ALE-0.7,1.59,+ALE-1,0.364,4,95.636,1,Ar,509,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1506,+ALE-0.7,1.51,+ALE-1,0.364,4,95.636,1,Ar,371,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1514,+ALE-0.7,1.49,+ALE-1,0.364,4,95.636,1,Ar,320,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1324,+ALE-0.7,1.61,+ALE-1,0.182,4,95.818,0.5,Ar,1357,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1349,+ALE-0.7,1.41,+ALE-1,0.182,4,95.818,0.5,Ar,1294,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1352,+ALE-0.7,1.59,+ALE-1,0.182,4,95.818,0.5,Ar,999,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1380,+ALE-0.7,1.58,+ALE-1,0.182,4,95.818,0.5,Ar,779,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1419,+ALE-0.7,1.57,+ALE-1,0.182,4,95.818,0.5,Ar,507,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1420,+ALE-0.7,1.58,+ALE-1,0.182,4,95.818,0.5,Ar,506,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1439,+ALE-0.7,1.57,+ALE-1,0.182,4,95.818,0.5,Ar,400,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1449,+ALE-0.7,1.55,+ALE-1,0.182,4,95.818,0.5,Ar,336,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1470,+ALE-0.7,1.54,+ALE-1,0.182,4,95.818,0.5,Ar,256,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1488,+ALE-0.7,1.53,+ALE-1,0.182,4,95.818,0.5,Ar,205,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1367,+ALE-0.7,3.22,+ALE-1,0.364,4,95.636,1,Ar,1158,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1374,+ALE-0.7,3.13,+ALE-1,0.364,4,95.636,1,Ar,1098,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1404,+ALE-0.7,3.08,+ALE-1,0.364,4,95.636,1,Ar,770,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1413,+ALE-0.7,2.88,+ALE-1,0.364,4,95.636,1,Ar,655,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1415,+ALE-0.7,3.01,+ALE-1,0.364,4,95.636,1,Ar,683,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1433,+ALE-0.7,3,+ALE-1,0.364,4,95.636,1,Ar,556,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1455,+ALE-0.7,2.9,+ALE-1,0.364,4,95.636,1,Ar,466,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CC(C)C,4,1,2,0,1466,+ALE-0.7,2.95,+ALE-1,0.364,4,95.636,1,Ar,388,Species,OH,+ALE-3,306,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1526,+ALE-0.7,1.53,+ALE-1,0.01,0.065,99.925,1,Ar,1114,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1571,+ALE-0.7,1.6,+ALE-1,0.01,0.065,99.925,1,Ar,754,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1616,+ALE-0.7,1.52,+ALE-1,0.01,0.065,99.925,1,Ar,474,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1679,+ALE-0.7,1.43,+ALE-1,0.01,0.065,99.925,1,Ar,265,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1737,+ALE-0.7,1.43,+ALE-1,0.01,0.065,99.925,1,Ar,168,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1864,+ALE-0.7,1.33,+ALE-1,0.01,0.065,99.925,1,Ar,72,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1444,+ALE-0.7,1.59,+ALE-1,0.05,0.325,99.625,1,Ar,1731,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1546,+ALE-0.7,1.58,+ALE-1,0.05,0.325,99.625,1,Ar,507,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1630,+ALE-0.7,1.49,+ALE-1,0.05,0.325,99.625,1,Ar,195,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1703,+ALE-0.7,1.4,+ALE-1,0.05,0.325,99.625,1,Ar,115,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1442,+ALE-0.7,2.71,+ALE-1,0.05,0.325,99.625,1,Ar,1338,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1540,+ALE-0.7,2.78,+ALE-1,0.05,0.325,99.625,1,Ar,512,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1603,+ALE-0.7,2.7,+ALE-1,0.05,0.325,99.625,1,Ar,224,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1625,+ALE-0.7,2.54,+ALE-1,0.05,0.325,99.625,1,Ar,184,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1723,+ALE-0.7,2.47,+ALE-1,0.05,0.325,99.625,1,Ar,75,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1765,+ALE-0.7,2,+ALE-1,0.05,0.325,99.625,1,Ar,62,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1406,+ALE-0.7,5.53,+ALE-1,0.05,0.325,99.625,1,Ar,1515,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1545,+ALE-0.7,5.61,+ALE-1,0.05,0.325,99.625,1,Ar,338,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1577,+ALE-0.7,5.03,+ALE-1,0.05,0.325,99.625,1,Ar,231,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1750,+ALE-0.7,4.78,+ALE-1,0.05,0.325,99.625,1,Ar,45,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1404,+ALE-0.7,11.12,+ALE-1,0.05,0.325,99.625,1,Ar,1281,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1473,+ALE-0.7,10.69,+ALE-1,0.05,0.325,99.625,1,Ar,554,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1542,+ALE-0.7,10.32,+ALE-1,0.05,0.325,99.625,1,Ar,305,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1607,+ALE-0.7,12.58,+ALE-1,0.05,0.325,99.625,1,Ar,144,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1684,+ALE-0.7,9.94,+ALE-1,0.05,0.325,99.625,1,Ar,73,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1411,+ALE-0.7,1.55,+ALE-1,0.1,0.65,99.25,1,Ar,1807,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1488,+ALE-0.7,1.57,+ALE-1,0.1,0.65,99.25,1,Ar,741,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1491,+ALE-0.7,1.5,+ALE-1,0.1,0.65,99.25,1,Ar,639,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1522,+ALE-0.7,1.56,+ALE-1,0.1,0.65,99.25,1,Ar,458,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1593,+ALE-0.7,1.46,+ALE-1,0.1,0.65,99.25,1,Ar,246,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1720,+ALE-0.7,1.41,+ALE-1,0.1,0.65,99.25,1,Ar,72,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1291,+ALE-0.7,1.67,+ALE-1,0.125,3.25,96.625,0.25,Ar,1404,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1341,+ALE-0.7,1.63,+ALE-1,0.125,3.25,96.625,0.25,Ar,672,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1390,+ALE-0.7,1.56,+ALE-1,0.125,3.25,96.625,0.25,Ar,329,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1474,+ALE-0.7,1.51,+ALE-1,0.125,3.25,96.625,0.25,Ar,113,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1339,+ALE-0.7,1.69,+ALE-1,0.25,3.25,96.5,0.5,Ar,1135,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1402,+ALE-0.7,1.62,+ALE-1,0.25,3.25,96.5,0.5,Ar,493,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1488,+ALE-0.7,1.58,+ALE-1,0.25,3.25,96.5,0.5,Ar,166,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1541,+ALE-0.7,1.47,+ALE-1,0.25,3.25,96.5,0.5,Ar,96,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1366,+ALE-0.7,1.61,+ALE-1,0.5,3.25,96.25,1,Ar,1475,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1426,+ALE-0.7,1.55,+ALE-1,0.5,3.25,96.25,1,Ar,694,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1520,+ALE-0.7,1.49,+ALE-1,0.5,3.25,96.25,1,Ar,258,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1646,+ALE-0.7,1.46,+ALE-1,0.5,3.25,96.25,1,Ar,77,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1461,+ALE-0.7,1.52,+ALE-1,1,3.25,95.75,2,Ar,1159,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1566,+ALE-0.7,1.45,+ALE-1,1,3.25,95.75,2,Ar,450,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1569,+ALE-0.7,1.47,+ALE-1,1,3.25,95.75,2,Ar,453,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1681,+ALE-0.7,1.35,+ALE-1,1,3.25,95.75,2,Ar,155,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1346,+ALE-0.7,1.58,+ALE-1,1,6.5,92.5,1,Ar,1162,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1351,+ALE-0.7,1.56,+ALE-1,1,6.5,92.5,1,Ar,1096,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1379,+ALE-0.7,1.55,+ALE-1,1,6.5,92.5,1,Ar,675,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1383,+ALE-0.7,1.56,+ALE-1,1,6.5,92.5,1,Ar,764,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1403,+ALE-0.7,1.53,+ALE-1,1,6.5,92.5,1,Ar,634,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1434,+ALE-0.7,1.56,+ALE-1,1,6.5,92.5,1,Ar,381,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1445,+ALE-0.7,1.49,+ALE-1,1,6.5,92.5,1,Ar,379,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1455,+ALE-0.7,1.54,+ALE-1,1,6.5,92.5,1,Ar,324,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1545,+ALE-0.7,1.49,+ALE-1,1,6.5,92.5,1,Ar,118,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1555,+ALE-0.7,1.44,+ALE-1,1,6.5,92.5,1,Ar,120,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1565,+ALE-0.7,1.48,+ALE-1,1,6.5,92.5,1,Ar,118,Species,CH,+ALE-3,431,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1366,+ALE-0.7,1.61,+ALE-1,0.5,3.25,96.25,1,Ar,1429,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1426,+ALE-0.7,1.55,+ALE-1,0.5,3.25,96.25,1,Ar,680,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1520,+ALE-0.7,1.49,+ALE-1,0.5,3.25,96.25,1,Ar,233,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1646,+ALE-0.7,1.46,+ALE-1,0.5,3.25,96.25,1,Ar,65,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1339,+ALE-0.7,1.69,+ALE-1,0.25,3.25,96.5,0.5,Ar,1128,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1402,+ALE-0.7,1.62,+ALE-1,0.25,3.25,96.5,0.5,Ar,488,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1488,+ALE-0.7,1.58,+ALE-1,0.25,3.25,96.5,0.5,Ar,165,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1541,+ALE-0.7,1.47,+ALE-1,0.25,3.25,96.5,0.5,Ar,93,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1291,+ALE-0.7,1.67,+ALE-1,0.125,3.25,96.625,0.25,Ar,1476,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1341,+ALE-0.7,1.63,+ALE-1,0.125,3.25,96.625,0.25,Ar,735,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1390,+ALE-0.7,1.56,+ALE-1,0.125,3.25,96.625,0.25,Ar,372,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1474,+ALE-0.7,1.51,+ALE-1,0.125,3.25,96.625,0.25,Ar,120,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1411,+ALE-0.7,1.55,+ALE-1,0.1,0.65,99.25,1,Ar,1810,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1488,+ALE-0.7,1.57,+ALE-1,0.1,0.65,99.25,1,Ar,758,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1491,+ALE-0.7,1.5,+ALE-1,0.1,0.65,99.25,1,Ar,662,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1593,+ALE-0.7,1.46,+ALE-1,0.1,0.65,99.25,1,Ar,237,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1720,+ALE-0.7,1.41,+ALE-1,0.1,0.65,99.25,1,Ar,87,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1444,+ALE-0.7,1.59,+ALE-1,0.05,0.325,99.625,1,Ar,1770,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1546,+ALE-0.7,1.58,+ALE-1,0.05,0.325,99.625,1,Ar,572,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1630,+ALE-0.7,1.49,+ALE-1,0.05,0.325,99.625,1,Ar,248,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1703,+ALE-0.7,1.4,+ALE-1,0.05,0.325,99.625,1,Ar,146,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1603,+ALE-0.7,2.7,+ALE-1,0.05,0.325,99.625,1,Ar,255,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1625,+ALE-0.7,2.5,+ALE-1,0.05,0.325,99.625,1,Ar,224,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1723,+ALE-0.7,2.5,+ALE-1,0.05,0.325,99.625,1,Ar,100,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1545,+ALE-0.7,5.61,+ALE-1,0.05,0.325,99.625,1,Ar,368,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1577,+ALE-0.7,5.03,+ALE-1,0.05,0.325,99.625,1,Ar,255,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)C,3,1,0,0,1750,+ALE-0.7,4.78,+ALE-1,0.05,0.325,99.625,1,Ar,49,Species,OH,+ALE-3,306.7,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1360,NaN,1.47,NaN,0.32,4,95.68,1,Ar,1501,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1391,NaN,1.57,NaN,0.32,4,95.68,1,Ar,1046,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1405,NaN,1.47,NaN,0.32,4,95.68,1,Ar,942,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1428,NaN,1.56,NaN,0.32,4,95.68,1,Ar,747,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1437,NaN,1.51,NaN,0.32,4,95.68,1,Ar,733,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1442,NaN,1.45,NaN,0.32,4,95.68,1,Ar,632,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1450,NaN,1.43,NaN,0.32,4,95.68,1,Ar,580,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1455,NaN,1.41,NaN,0.32,4,95.68,1,Ar,568,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1497,NaN,1.48,NaN,0.32,4,95.68,1,Ar,341,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1517,NaN,1.49,NaN,0.32,4,95.68,1,Ar,280,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1313,NaN,1.43,NaN,0.18,4,95.82,0.5,Ar,1589,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1328,NaN,1.41,NaN,0.18,4,95.82,0.5,Ar,1211,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1341,NaN,1.45,NaN,0.18,4,95.82,0.5,Ar,1092,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1354,NaN,1.52,NaN,0.18,4,95.82,0.5,Ar,824,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1379,NaN,1.54,NaN,0.18,4,95.82,0.5,Ar,630,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1384,NaN,1.52,NaN,0.18,4,95.82,0.5,Ar,592,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1387,NaN,1.53,NaN,0.18,4,95.82,0.5,Ar,540,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1395,NaN,1.54,NaN,0.18,4,95.82,0.5,Ar,509,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1403,NaN,1.53,NaN,0.18,4,95.82,0.5,Ar,456,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1409,NaN,1.52,NaN,0.18,4,95.82,0.5,Ar,452,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1419,NaN,1.5,NaN,0.18,4,95.82,0.5,Ar,382,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1420,NaN,1.52,NaN,0.18,4,95.82,0.5,Ar,354,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1333,NaN,3.03,NaN,0.32,4,95.68,1,Ar,1234,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1350,NaN,3.09,NaN,0.32,4,95.68,1,Ar,1057,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1370,NaN,3.14,NaN,0.32,4,95.68,1,Ar,933,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1371,NaN,2.98,NaN,0.32,4,95.68,1,Ar,851,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1402,NaN,2.93,NaN,0.32,4,95.68,1,Ar,613,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1409,NaN,2.92,NaN,0.32,4,95.68,1,Ar,608,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
CC(C)CCC(C)C,3,3,2,0,1410,NaN,3.11,NaN,0.32,4,95.68,1,Ar,629,Species,OH,NaN,306,14.3,Stanford,Branched+AF8-alkane
