Fuel,Primary Carbon,Secondary Carbon,Tertiary Carbon,Quaternary Carbon,T(K),T+AF8-Error(+ACU-),P(atm),P+AF8-Error(+ACU-),Fuel(+ACU-),Oxidizer(+ACU-),Diluant(+ACU-),Equv(phi),Diluant Type,Time(+A7w-s),Mode+AF8-of+AF8-measurement,Species+AF8-name,Species+AF8-measurement+AF8-Error,Measured+AF8-wavelength(nm),Shocktube+AF8-dia(cm),Research+AF8-group,Data+AF8-Source
CC,2,0,0,0,1357.0566637087,+ALE-2.3,1.2,NaN,1,1.75,97.25,2,Ar,978.5672411507,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1315.9600212645,+ALE-2.3,1.2,NaN,1,1.75,97.25,2,Ar,1345.8536103626,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1263.6273732283,+ALE-2.3,1.2,NaN,1,1.75,97.25,2,Ar,2146.4015625026,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1629.2463756281,+ALE-2.3,5,NaN,1,1.75,97.25,2,Ar,83.8928461632,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1571.7112842333,+ALE-2.3,5,NaN,1,1.75,97.25,2,Ar,109.841759993,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1520.5335260951,+ALE-2.3,5,NaN,1,1.75,97.25,2,Ar,137.4882052744,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1431.5474514511,+ALE-2.3,5,NaN,1,1.75,97.25,2,Ar,256.9974693873,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1375.9157534863,+ALE-2.3,5,NaN,1,1.75,97.25,2,Ar,377.9825045861,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1299.7099577342,+ALE-2.3,5,NaN,1,1.75,97.25,2,Ar,718.1066167389,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1263.0659554048,+ALE-2.3,5,NaN,1,1.75,97.25,2,Ar,966.316525455,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1207.1061295719,+ALE-2.3,5,NaN,1,1.75,97.25,2,Ar,1748.6560365036,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1168.7082806216,+ALE-2.3,5,NaN,1,1.75,97.25,2,Ar,2180.5826891763,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1547.8074373898,+ALE-2.3,20,NaN,1,1.75,97.25,2,Ar,54.6479285026,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1484.7379250712,+ALE-2.3,20,NaN,1,1.75,97.25,2,Ar,92.0658123428,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1447.9729111959,+ALE-2.3,20,NaN,1,1.75,97.25,2,Ar,116.1037992675,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1351.8063144571,+ALE-2.3,20,NaN,1,1.75,97.25,2,Ar,258.3958224234,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1285.5115785699,+ALE-2.3,20,NaN,1,1.75,97.25,2,Ar,472.2149710957,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1209.1246721607,+ALE-2.3,20,NaN,1,1.75,97.25,2,Ar,997.6218260246,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1145.686610399,+ALE-2.3,20,NaN,1,1.75,97.25,2,Ar,1943.4266766208,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1488.0903658836,+ALE-2.3,1.2,NaN,1,3.5,95.5,1,Ar,82.5404185268,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1426.2179336315,+ALE-2.3,1.2,NaN,1,3.5,95.5,1,Ar,112.3557331838,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1349.4655581948,+ALE-2.3,1.2,NaN,1,3.5,95.5,1,Ar,194.3974107895,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1303.9736049347,+ALE-2.3,1.2,NaN,1,3.5,95.5,1,Ar,311.9231579446,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1255.3514707913,+ALE-2.3,1.2,NaN,1,3.5,95.5,1,Ar,480.3387450111,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1216.7045910855,+ALE-2.3,1.2,NaN,1,3.5,95.5,1,Ar,695.4435839724,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1159.6606493589,+ALE-2.3,1.2,NaN,1,3.5,95.5,1,Ar,1457.7749266028,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1125.9057410045,+ALE-2.3,1.2,NaN,1,3.5,95.5,1,Ar,2011.7380422808,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1086.8655467209,+ALE-2.3,1.2,NaN,1,3.5,95.5,1,Ar,3205.9177862569,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1427.3376776321,+ALE-2.3,5,NaN,1,3.5,95.5,1,Ar,46.7350656556,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1341.4994096812,+ALE-2.3,5,NaN,1,3.5,95.5,1,Ar,104.1974625124,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1293.3058262787,+ALE-2.3,5,NaN,1,3.5,95.5,1,Ar,169.498815139,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1248.0263609528,+ALE-2.3,5,NaN,1,3.5,95.5,1,Ar,279.5300945608,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1225.3150906518,+ALE-2.3,5,NaN,1,3.5,95.5,1,Ar,362.6801690796,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1193.9318316149,+ALE-2.3,5,NaN,1,3.5,95.5,1,Ar,594.0315665726,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1169.3574323021,+ALE-2.3,5,NaN,1,3.5,95.5,1,Ar,946.6522603082,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1139.6690070211,+ALE-2.3,5,NaN,1,3.5,95.5,1,Ar,1399.0503141373,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1097.3622261122,+ALE-2.3,5,NaN,1,3.5,95.5,1,Ar,2664.3743135239,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1302.1057155135,+ALE-2.3,20,NaN,1,3.5,95.5,1,Ar,95.9716269368,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1240.7862407862,+ALE-2.3,20,NaN,1,3.5,95.5,1,Ar,218.4166361829,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1222.4314147391,+ALE-2.3,20,NaN,1,3.5,95.5,1,Ar,285.3363771845,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1186.1421021726,+ALE-2.3,20,NaN,1,3.5,95.5,1,Ar,493.6877839423,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1155.6064073227,+ALE-2.3,20,NaN,1,3.5,95.5,1,Ar,776.034363047,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1151.5804142649,+ALE-2.3,20,NaN,1,3.5,95.5,1,Ar,831.0800498208,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1125.5572065379,+ALE-2.3,20,NaN,1,3.5,95.5,1,Ar,1288.6027315513,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC,2,0,0,0,1112.4709337902,+ALE-2.3,20,NaN,1,3.5,95.5,1,Ar,1518.964482662,Species,OH,+ALE-2.3,431,11.5,Xi+IBk-an Jiaotong,Ethane+AF8-Ignition+AF8-Delay
CC(C)CC(C)(C)C,5,1,1,1,1300,+ALE-1,1.64,NaN,0.025,0.8,99.175,0.25,Ar,1679,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1399,+ALE-1,1.74,NaN,0.025,0.8,99.175,0.25,Ar,342,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1431,+ALE-1,1.74,NaN,0.025,0.8,99.175,0.25,Ar,215,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1507,+ALE-1,1.72,NaN,0.025,0.8,99.175,0.25,Ar,92,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1362,+ALE-1,1.82,NaN,0.05,0.8,99.15,0.5,Ar,1175,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1426,+ALE-1,1.81,NaN,0.05,0.8,99.15,0.5,Ar,468,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1460,+ALE-1,1.75,NaN,0.05,0.8,99.15,0.5,Ar,314,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1487,+ALE-1,1.71,NaN,0.05,0.8,99.15,0.5,Ar,254,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1556,+ALE-1,1.68,NaN,0.05,0.8,99.15,0.5,Ar,121,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1413,+ALE-1,1.74,NaN,0.1,0.8,99.1,1,Ar,1726,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1496,+ALE-1,1.75,NaN,0.1,0.8,99.1,1,Ar,619,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1517,+ALE-1,1.74,NaN,0.1,0.8,99.1,1,Ar,499,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1606,+ALE-1,1.68,NaN,0.1,0.8,99.1,1,Ar,191,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1708,+ALE-1,1.62,NaN,0.1,0.8,99.1,1,Ar,83,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1448,+ALE-1,4.68,NaN,0.1,0.8,99.1,1,Ar,556,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1576,+ALE-1,4.54,NaN,0.1,0.8,99.1,1,Ar,182,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1609,+ALE-1,5.41,NaN,0.1,0.8,99.1,1,Ar,96,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1635,+ALE-1,5.67,NaN,0.1,0.8,99.1,1,Ar,77,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1668,+ALE-1,4.09,NaN,0.1,0.8,99.1,1,Ar,57,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1726,+ALE-1,5.22,NaN,0.1,0.8,99.1,1,Ar,35,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1517,+ALE-1,1.7,NaN,0.2,0.8,99,2,Ar,1203,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1574,+ALE-1,1.69,NaN,0.2,0.8,99,2,Ar,731,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1672,+ALE-1,1.67,NaN,0.2,0.8,99,2,Ar,239,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1717,+ALE-1,1.59,NaN,0.2,0.8,99,2,Ar,181,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1426,+ALE-1,1.71,NaN,0.5,4,95.5,1,Ar,622,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1466,+ALE-1,1.69,NaN,0.5,4,95.5,1,Ar,400,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1534,+ALE-1,1.68,NaN,0.5,4,95.5,1,Ar,179,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1552,+ALE-1,1.62,NaN,0.5,4,95.5,1,Ar,162,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1342,+ALE-1,1.72,NaN,1,8,91,1,Ar,924,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1366,+ALE-1,1.75,NaN,1,8,91,1,Ar,747,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1393,+ALE-1,1.67,NaN,1,8,91,1,Ar,486,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1473,+ALE-1,1.56,NaN,1,8,91,1,Ar,198,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1310,+ALE-1,1.85,NaN,1.25,20,78.75,0.5,Ar,318,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1392,+ALE-1,1.81,NaN,1.25,20,78.75,0.5,Ar,109,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1534,+ALE-1,1.68,NaN,0.5,4,95.5,1,Ar,235,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1552,+ALE-1,1.62,NaN,0.5,4,95.5,1,Ar,212,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1413,+ALE-1,1.74,NaN,0.1,0.8,99.1,1,Ar,1788,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1517,+ALE-1,1.74,NaN,0.1,0.8,99.1,1,Ar,551,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1606,+ALE-1,1.68,NaN,0.1,0.8,99.1,1,Ar,219,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1708,+ALE-1,1.62,NaN,0.1,0.8,99.1,1,Ar,95,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1609,+ALE-1,5.4,NaN,0.1,0.8,99.1,1,Ar,183,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1635,+ALE-1,5.67,NaN,0.1,0.8,99.1,1,Ar,146,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1726,+ALE-1,5.22,NaN,0.1,0.8,99.1,1,Ar,103,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1545,+ALE-1,1.44,NaN,0.01,0.125,99.865,1,Ar,1966,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1592,+ALE-1,1.42,NaN,0.01,0.125,99.865,1,Ar,1260,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1652,+ALE-1,1.39,NaN,0.01,0.125,99.865,1,Ar,741,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1714,+ALE-1,1.39,NaN,0.01,0.125,99.865,1,Ar,413,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1810,+ALE-1,1.34,NaN,0.01,0.125,99.865,1,Ar,197,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1922,+ALE-1,1.3,NaN,0.01,0.125,99.865,1,Ar,100,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,2009,+ALE-1,1.29,NaN,0.01,0.125,99.865,1,Ar,63,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1491,+ALE-1,1.31,NaN,0.025,0.3125,99.6625,1,Ar,1954,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1495,+ALE-1,1.5,NaN,0.025,0.3125,99.6625,1,Ar,1994,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1516,+ALE-1,1.45,NaN,0.025,0.3125,99.6625,1,Ar,1648,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1564,+ALE-1,1.47,NaN,0.025,0.3125,99.6625,1,Ar,940,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1601,+ALE-1,1.44,NaN,0.025,0.3125,99.6625,1,Ar,689,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1647,+ALE-1,1.46,NaN,0.025,0.3125,99.6625,1,Ar,406,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1703,+ALE-1,1.37,NaN,0.025,0.3125,99.6625,1,Ar,259,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1738,+ALE-1,1.37,NaN,0.025,0.3125,99.6625,1,Ar,214,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1809,+ALE-1,1.4,NaN,0.025,0.3125,99.6625,1,Ar,120,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1899,+ALE-1,1.35,NaN,0.025,0.3125,99.6625,1,Ar,76,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1902,+ALE-1,1.1,NaN,0.025,0.3125,99.6625,1,Ar,71,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1455,+ALE-1,1.45,NaN,0.05,0.625,99.325,1,Ar,1954,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1523,+ALE-1,1.44,NaN,0.05,0.625,99.325,1,Ar,976,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1534,+ALE-1,1.37,NaN,0.05,0.625,99.325,1,Ar,907,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1603,+ALE-1,1.34,NaN,0.05,0.625,99.325,1,Ar,410,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1613,+ALE-1,1.38,NaN,0.05,0.625,99.325,1,Ar,346,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1646,+ALE-1,1.34,NaN,0.05,0.625,99.325,1,Ar,231,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
CC(C)CC(C)(C)C,5,1,1,1,1667,+ALE-1,1.36,NaN,0.05,0.625,99.325,1,Ar,238,Species,CH,+ALE-3,431,15.24,Stanford,Branched+AF8-Alkane+AF8-ignition / Iso+AF8-octane+AF8-ignition
