Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
3.0592,-1.1757,12.5386,11.9143,8.9792,-20.0579,-10.1188,9.594,0.9829352804849557,0.9727347648244584
