Constant,P_H,P_S,S_H,S_S,Temp(K),Testing_R2,Training_R2,log_Fuel(%),log_Oxidizer(%),log_P(atm)
101.9978,-19.3142,-6.4381,-1.3097,2.5642,-42.5138,0.8775634721919219,0.9121549079806952,-0.1312,-0.3489,-1.0389
102.1168,-19.3264,-6.4421,-1.3159999999999998,2.5631,-42.5682,0.8931402393369262,0.9089272037478304,-0.14,-0.3441,-1.0435
101.1108,-19.0878,-6.3626,-1.3136,2.5245,-42.164,0.9130103400711216,0.9036623291244541,-0.1804,-0.3075,-1.044
101.854,-19.2578,-6.4193,-1.3151,2.5521,-42.4887,0.9102839144071032,0.9056391972670478,-0.1616,-0.3246,-1.0453
101.9793,-19.2819,-6.4273,-1.314,2.5566,-42.5384,0.9038408874745548,0.907897535660586,-0.1471,-0.3296,-1.0497
102.0295,-19.3249,-6.4416,-1.3131,2.5642,-42.5297,0.8969462258720838,0.9072703303215256,-0.139,-0.3442,-1.0367
102.3011,-19.3518,-6.4506,-1.3162,2.5672,-42.6645,0.8970872738208545,0.9084943250227964,-0.1374,-0.3507,-1.0427
102.4675,-19.3949,-6.465,-1.3222,2.5714,-42.7434,0.8981997064415537,0.9084102220398254,-0.1468,-0.3354,-1.0472
102.7123,-19.4472,-6.4824,-1.3264,2.5780000000000003,-42.8327,0.9192817990172242,0.9035919975724854,-0.1448,-0.3507,-1.0443
100.6179,-18.9767,-6.3256,-1.2935,2.5161,-41.9431,0.8867659540483088,0.9096093212215001,-0.1495,-0.3318,-1.0418
101.7445,-19.2367,-6.4122,-1.3087,2.5517,-42.4292,0.9075588462695596,0.906300455020176,-0.1448,-0.3375,-1.0437
102.9429,-19.5031,-6.501,-1.3230000000000002,2.589,-42.9323,0.9032502312410116,0.9085729291618868,-0.1319,-0.35700000000000004,-1.0484
100.4238,-18.9395,-6.3132,-1.2915,2.5108,-41.8403,0.9166654269084736,0.9028328236179296,-0.1448,-0.3348,-1.0436
102.8742,-19.5493,-6.5164,-1.3261,2.5952,-42.8816,0.8697807034870322,0.9133160646651384,-0.1424,-0.3343,-1.0382
101.1238,-19.0765,-6.3588,-1.3018,2.5285,-42.15,0.8956157209799284,0.9083181217179792,-0.1388,-0.3415,-1.0481
101.3016,-19.1016,-6.3672,-1.2985,2.5343,-42.2373,0.9011020275756856,0.9082246471847262,-0.1286,-0.3563,-1.0481
101.6794,-19.2071,-6.4024,-1.3072,2.5476,-42.4027,0.8957775792385497,0.9086699550620024,-0.1411,-0.3446,-1.0444
101.8393,-19.2561,-6.4187,-1.3214,2.5487,-42.4524,0.8820745976201292,0.9101500547291274,-0.162,-0.3221,-1.0502
101.4986,-19.173,-6.391,-1.3054,2.5428,-42.3147,0.9059104006440288,0.9063893534043418,-0.139,-0.3457,-1.0422
101.5677,-19.203,-6.401,-1.3111,2.5449,-42.3173,0.9034142665748996,0.9068565472850452,-0.1394,-0.3363,-1.0502
100.7766,-19.0016,-6.3339,-1.2978,2.518,-42.0043,0.8978246063728361,0.9077282546810942,-0.1474,-0.3337,-1.0473
100.9152,-19.0356,-6.3452,-1.2921,2.5265,-42.0738,0.8825790178990118,0.9108096451235989,-0.1299,-0.3479,-1.041
100.0814,-18.8525,-6.2842,-1.2921,2.496,-41.6889,0.9121275898238482,0.9042112455564674,-0.1585,-0.3269,-1.0479
101.5915,-19.1797,-6.3932,-1.3090000000000002,2.5421,-42.3865,0.9169761327770308,0.904143884418996,-0.1546,-0.3338,-1.0436
101.8765,-19.2555,-6.4185,-1.3123,2.5531,-42.4977,0.9063453753607408,0.9064442337423908,-0.1496,-0.337,-1.0431
102.5944,-19.4225,-6.4742,-1.3219999999999998,2.5761,-42.7887,0.8998950812547151,0.9079663740077596,-0.1371,-0.3462,-1.0479
100.7565,-19.0224,-6.3408,-1.2868,2.527,-42.0127,0.8867284104690468,0.910424963610828,-0.1367,-0.3407,-1.0364
101.4387,-19.1847,-6.3949,-1.3083,2.5433,-42.2643,0.9105937278376168,0.9043008146194929,-0.1444,-0.3382,-1.0423
102.3237,-19.3419,-6.4473,-1.3225,2.5624,-42.6724,0.9009841830152912,0.9080348176990188,-0.1475,-0.3397,-1.0539
103.5939,-19.6699,-6.5566,-1.3367,2.6099,-43.1968,0.8901965678624888,0.9104123236427202,-0.1299,-0.3528,-1.0464
102.403,-19.4061,-6.4687,-1.3163,2.5762,-42.7189,0.8891082109753848,0.910653038933276,-0.1412,-0.3302,-1.044
102.0183,-19.2956,-6.4319,-1.3163,2.5578,-42.5426,0.9119772219032779,0.9052866878012557,-0.1486,-0.3334,-1.048
103.3153,-19.6122,-6.5374,-1.3395,2.5989,-43.0746,0.8796886928143192,0.9104544416924466,-0.1448,-0.3365,-1.0452
103.4436,-19.6281,-6.5427,-1.3305,2.6061,-43.1518,0.8921490922213893,0.91068137622585,-0.133,-0.3551,-1.0453
104.4301,-19.8712,-6.6237,-1.356,2.6339,-43.563,0.9120593497562696,0.9053675400723477,-0.1509,-0.3372,-1.0471
100.4053,-18.9174,-6.3058,-1.2862,2.5098,-41.8419,0.8966358720901074,0.9082500364661972,-0.1335,-0.3459,-1.0449
101.6232,-19.2338,-6.4113,-1.3087,2.5513,-42.3825,0.9018627374440268,0.906654345888702,-0.1578,-0.3244,-1.0373
102.4488,-19.401,-6.4670000000000005,-1.3206,2.5732,-42.7236,0.8945015001313572,0.9087706460932501,-0.1426,-0.3395,-1.044
101.1167,-19.0744,-6.3581,-1.3008,2.5286,-42.1391,0.9127777882984022,0.9049387116613774,-0.1357,-0.3509,-1.046
100.3153,-18.8867,-6.2956,-1.2951,2.5002,-41.8335,0.9171093566255072,0.9028787136095098,-0.1659,-0.3171,-1.0433
101.3809,-19.1438,-6.3813,-1.3071,2.5371,-42.2624,0.9148373706865984,0.9038437641009921,-0.1462,-0.3372,-1.0455
102.978,-19.5187,-6.5062,-1.3206,2.5928,-42.9403,0.8708523815853898,0.9148984629003032,-0.1186,-0.3596,-1.0473
101.5307,-19.1488,-6.3829,-1.3037,2.5396,-42.3515,0.8923887604434134,0.9100531747550836,-0.136,-0.3463,-1.0490000000000002
101.1696,-19.1348,-6.3783,-1.2945,2.5419,-42.1402,0.8706705463888803,0.9131447306614848,-0.1189,-0.3524,-1.0395
101.1518,-19.0925,-6.3642,-1.3030000000000002,2.5306,-42.1698,0.9022708136822232,0.9070293043052332,-0.15,-0.3351,-1.0451
101.3255,-19.1626,-6.3875,-1.3091,2.5392,-42.1944,0.8907501483684982,0.9085993942019648,-0.1406,-0.336,-1.048
101.6811,-19.2265,-6.4088,-1.3085,2.5502,-42.3936,0.9005392548664125,0.9075344864366705,-0.1412,-0.3386,-1.0428
100.6496,-18.9885,-6.3295,-1.2941,2.5177,-41.9384,0.899204483393423,0.9073990681151938,-0.1388,-0.3355,-1.0463
103.1267,-19.5563,-6.5188,-1.3219999999999998,2.5984,-43.0133,0.8764512595630669,0.9136671614122384,-0.1211,-0.3598,-1.0442
99.5703,-18.7032,-6.2344,-1.2816,2.4764,-41.5036,0.911795816870068,0.9045193446837242,-0.1513,-0.3256,-1.0486
101.4607,-19.1683,-6.3894,-1.3061,2.5417,-42.2816,0.9049166023174164,0.9068036428021032,-0.1376,-0.3468,-1.0468
100.9057,-19.026,-6.3420000000000005,-1.3003,2.5209,-42.0437,0.8911097011525693,0.909059630809038,-0.1389,-0.341,-1.0497
101.0742,-19.0908,-6.3636,-1.3021,2.5308,-42.1056,0.897799643907312,0.9071188798101546,-0.1372,-0.3399,-1.0449
100.9007,-19.0572,-6.3524,-1.2943,2.529,-42.0649,0.9073292912440144,0.905794120340347,-0.1416,-0.3355,-1.0391
101.0818,-19.0768,-6.3589,-1.2986,2.5301,-42.1496,0.8957806905341943,0.9087209007186235,-0.1467,-0.3342,-1.0438
100.5598,-18.9713,-6.3238,-1.2868,2.5185,-41.912,0.9070532644544168,0.90551061697233,-0.1338,-0.3457,-1.0368
100.9683,-19.0402,-6.3467,-1.2907,2.528,-42.0889,0.9000409212177269,0.908397007389484,-0.1239,-0.3542,-1.0464
102.0437,-19.3207,-6.4402,-1.3089,2.5657,-42.5486,0.8756177577262894,0.9132590435018046,-0.132,-0.3411,-1.0432
100.7619,-19.0136,-6.3379,-1.2937,2.5221,-41.9973,0.8921032655349813,0.9081272361061682,-0.1405,-0.3411,-1.0384
102.7721,-19.4899,-6.4966,-1.3262,2.5852,-42.8326,0.8930430765578404,0.9094450991126172,-0.1338,-0.3461,-1.0478
103.1546,-19.5653,-6.5218,-1.3419,2.5899,-43.0178,0.9006745706399225,0.9059768084582578,-0.1607,-0.3299,-1.0446
101.8084,-19.2104,-6.4035,-1.3161,2.5437,-42.4743,0.9009792569693281,0.9078215935698959,-0.1571,-0.3314,-1.0524
101.5839,-19.2012,-6.4004,-1.3034,2.5485,-42.3318,0.8988627040184741,0.9084723404527448,-0.1278,-0.3541,-1.046
100.7446,-19.0346,-6.3449,-1.2964,2.5242,-41.9581,0.8941243240849629,0.9073369769214188,-0.1392,-0.3392,-1.0383
101.3541,-19.1444,-6.3815,-1.3096,2.5359,-42.2364,0.9270466809996056,0.9009873484873688,-0.1527,-0.3378,-1.0446
103.1487,-19.5772,-6.5257,-1.3343,2.5957,-43.0215,0.8711198796564581,0.9140267179353594,-0.1487,-0.3262,-1.0491
101.18,-19.107,-6.369,-1.3033,2.5328,-42.1739,0.9029928068513048,0.9062353722050859,-0.146,-0.3358,-1.0445
103.4696,-19.6498,-6.5499,-1.3371,2.6064,-43.1297,0.9001268326319177,0.9078014763526748,-0.1335,-0.3513,-1.0475
101.8096,-19.2475,-6.4158,-1.3090000000000002,2.5534,-42.4603,0.8903406478962044,0.9098210010149944,-0.1423,-0.3409,-1.0421
102.3678,-19.3883,-6.4628,-1.3239,2.5694,-42.6659,0.9031227143523038,0.906857772609154,-0.1443,-0.3375,-1.0484
102.0608,-19.304,-6.4347,-1.3142,2.5602,-42.5454,0.8962022494255681,0.9088261750788862,-0.1338,-0.3483,-1.0464
101.7553,-19.2169,-6.4056,-1.3118,2.5469,-42.427,0.9002840848241203,0.9078397159409144,-0.1386,-0.3406,-1.0518
101.1763,-19.1223,-6.3741,-1.3065,2.5338,-42.1526,0.9096279870847565,0.9042610807859441,-0.1463,-0.3319,-1.0436
100.1107,-18.8907,-6.2969,-1.2819,2.5075,-41.7204,0.8793082660395224,0.9111038225276368,-0.1438,-0.3273,-1.0356
100.838,-19.0165,-6.3388,-1.3034,2.5177,-42.0242,0.9099246837843412,0.9044082103483112,-0.153,-0.3323,-1.046
101.8037,-19.2654,-6.4218,-1.3123,2.5547,-42.4373,0.8841105583895066,0.9100303644307379,-0.1439,-0.3359,-1.0415
102.9292,-19.5197,-6.5066,-1.3177,2.5944,-42.9204,0.8794580407305584,0.9118844444657884,-0.1206,-0.3695,-1.0369
102.3622,-19.4048,-6.4683,-1.3281,2.5701,-42.6673,0.9080306242151379,0.9052715739945582,-0.1605,-0.3221,-1.0457
102.2032,-19.3365,-6.4455,-1.321,2.5622,-42.6159,0.9039854219001826,0.9067138009196024,-0.1495,-0.3367,-1.0477
103.0565,-19.5317,-6.5106,-1.329,2.5908,-42.9836,0.8952492169036259,0.909137712129609,-0.1352,-0.3452,-1.0484
101.0548,-19.0525,-6.3508,-1.2946,2.5281,-42.1282,0.8903135675768665,0.9104809715944704,-0.1321,-0.3518,-1.0466
102.4176,-19.3689,-6.4563,-1.3162,2.57,-42.7225,0.8850003658080118,0.9119987745197896,-0.1327,-0.3467,-1.0513
101.1332,-19.0888,-6.3629,-1.2976,2.5326,-42.1584,0.8952107033584091,0.9086930634965796,-0.1342,-0.3452,-1.0441
99.7914,-18.7733,-6.2578,-1.2861,2.4858,-41.5877,0.9059182865168736,0.905155904259478,-0.1594,-0.3258,-1.043
101.7742,-19.2124,-6.4041,-1.3154,2.5443,-42.4617,0.9159483458005409,0.904397270918718,-0.1604,-0.3296,-1.0482
100.9958,-19.0553,-6.3518,-1.2966,2.5276,-42.0726,0.9029586194982536,0.905930485136092,-0.1249,-0.3583,-1.0438
101.772,-19.2218,-6.4073,-1.3143,2.5465,-42.4548,0.9058005498092834,0.9060322346919149,-0.1557,-0.3339,-1.0442
102.07700000000001,-19.3006,-6.4335,-1.3162,2.5587,-42.549,0.9003137144447363,0.9074308044069228,-0.1394,-0.3518,-1.0446
101.6495,-19.2194,-6.4065,-1.3114,2.5475,-42.3708,0.8886266388714167,0.9092111155326841,-0.145,-0.3356,-1.0436
100.7839,-19.006,-6.3353,-1.2976,2.5189,-42.0091,0.9078838268385891,0.9049205296249276,-0.1444,-0.3379,-1.0428
101.4373,-19.1374,-6.3791,-1.3026,2.5382,-42.3144,0.9041575839138764,0.9071892491449116,-0.1428,-0.3429,-1.0459
101.2803,-19.1144,-6.3715,-1.3089,2.5313,-42.2247,0.9202912590829168,0.9018348329804212,-0.1548,-0.3345,-1.0438
102.4424,-19.3808,-6.4603,-1.3226,2.5688,-42.7456,0.8963395331156085,0.9078705612920228,-0.155,-0.337,-1.0412
100.3971,-18.8981,-6.2994,-1.2922,2.5036,-41.8673,0.903620668062226,0.906547039890112,-0.1539,-0.3271,-1.047
101.4241,-19.1844,-6.3948,-1.3163,2.5392,-42.2678,0.90169037312695,0.905397375082692,-0.1637,-0.3157,-1.0435
102.1594,-19.3279,-6.4426,-1.3094,2.5666,-42.62,0.8797559289355694,0.9122935624866192,-0.1319,-0.3458,-1.0431
101.7197,-19.2339,-6.4113,-1.3217,2.5448,-42.3839,0.9147415224689592,0.9029425256901836,-0.1606,-0.3273,-1.0477
101.5557,-19.1841,-6.3947,-1.3067,2.544,-42.3327,0.8893933815207409,0.9093875587360274,-0.1396,-0.3471,-1.0436
100.3639,-18.8983,-6.2994,-1.2928,2.5033,-41.8553,0.9188714519773512,0.9029893145591158,-0.1622,-0.3264,-1.0427
100.6731,-19.0111,-6.3370000000000015,-1.3038,2.5166,-41.9372,0.9135171060433614,0.9031093673372788,-0.1635,-0.3206,-1.0439
104.7093,-19.9202,-6.6401,-1.3598,2.6401,-43.6824,0.9005019093565836,0.9074851623364504,-0.1464,-0.3473,-1.0478
102.2737,-19.4024,-6.4675,-1.3126,2.5774,-42.6373,0.8788569460939235,0.9114800814668341,-0.1349,-0.3413,-1.0339
100.6915,-18.978,-6.3260000000000005,-1.2935,2.5163,-41.9771,0.9194947750911944,0.9039002895801136,-0.1442,-0.3373,-1.0468
100.0062,-18.8262,-6.2754,-1.2851,2.4952,-41.6798,0.9050708863259576,0.9058383718161006,-0.1503,-0.3321,-1.0431
102.8501,-19.4885,-6.4962,-1.3245,2.5858,-42.8955,0.9039887553655482,0.9070855540105468,-0.139,-0.3485,-1.0437
101.9141,-19.2725,-6.4242,-1.3224,2.5509,-42.4518,0.9188462946131604,0.9031202228359978,-0.1477,-0.3379,-1.0514
102.1415,-19.2931,-6.431,-1.3238,2.5536,-42.622,0.913734441468498,0.9045548454384772,-0.1637,-0.3261,-1.0497
102.2242,-19.3471,-6.449,-1.3094,2.5698,-42.603,0.8677175981372016,0.9148021648143084,-0.1122,-0.3649,-1.0457
102.0809,-19.3152,-6.4384,-1.3081,2.5651,-42.5594,0.8819242920808879,0.911948162473728,-0.1264,-0.3557,-1.0404
103.1825,-19.582,-6.5273,-1.3353,2.596,-43.0283,0.9039716148096062,0.9063087864823302,-0.1514,-0.3402,-1.0425
104.1655,-19.7855,-6.5952,-1.352,2.6216,-43.4689,0.8975551974818314,0.9083475461671934,-0.1545,-0.3385,-1.0477
102.2392,-19.3338,-6.4446,-1.318,2.5633,-42.6207,0.8929815253250327,0.9097723292579712,-0.1349,-0.35,-1.0521
101.5779,-19.184,-6.3947,-1.3037,2.5455,-42.3509,0.9023650075951136,0.9074285841856252,-0.1338,-0.3531,-1.0436
100.8581,-19.0069,-6.3356,-1.2975,2.5191,-42.0451,0.9102767433969194,0.9047083641315768,-0.1416,-0.3465,-1.0433
102.223,-19.3287,-6.4429,-1.3213,2.5608,-42.6228,0.9032851256056916,0.9073895229980412,-0.146,-0.34,-1.0512
103.3622,-19.6107,-6.5369,-1.3304,2.6033,-43.0885,0.8796837860953509,0.9123912834194896,-0.12,-0.3626,-1.0489
103.443,-19.6293,-6.5431,-1.3426,2.6002,-43.1289,0.9118129775288792,0.9045697182686152,-0.1484,-0.3442,-1.0467
102.8284,-19.4681,-6.4894,-1.3319999999999999,2.5787,-42.8791,0.9031234158932032,0.9066657642765736,-0.1482,-0.3433,-1.0489
102.0053,-19.2939,-6.4313,-1.3215,2.5549,-42.5043,0.8980478045593762,0.9079337362147396,-0.1453,-0.335,-1.0544
100.5508,-18.9487,-6.3162,-1.2985,2.5089,-41.9133,0.9119593378148608,0.9035851168704684,-0.1574,-0.3296,-1.0422
101.4215,-19.1526,-6.3842,-1.3077,2.5383,-42.2847,0.9189829079522236,0.9028905620206908,-0.1488,-0.337,-1.0442
103.064,-19.553,-6.5177,-1.3274,2.5952,-42.9829,0.8803302457291249,0.912519931235056,-0.1386,-0.3452,-1.0435
102.9673,-19.5131,-6.5044,-1.3303,2.587,-42.9677,0.9036313230950526,0.9074384508903988,-0.1501,-0.3303,-1.0468
102.9381,-19.4935,-6.4978,-1.3292,2.5843,-42.9278,0.8968101336539498,0.909087201953457,-0.1368,-0.3509,-1.0506
101.6025,-19.203,-6.401,-1.3087,2.5462,-42.3588,0.8974968635222431,0.9080431169627908,-0.1442,-0.3363,-1.045
102.0586,-19.3336,-6.4445,-1.3115,2.5665,-42.5509,0.8912308854616662,0.9100460922824136,-0.1371,-0.3356,-1.0435
101.5371,-19.1974,-6.3991,-1.3068,2.5462,-42.3118,0.894472963576688,0.9087279846703192,-0.1374,-0.3435,-1.0448
102.1338,-19.3208,-6.4403,-1.3179,2.5612,-42.5947,0.9038414259283,0.9071635561134256,-0.1484,-0.3337,-1.0468
102.931,-19.5128,-6.5043,-1.3363,2.584,-42.9248,0.916963911193706,0.9037405550308416,-0.1587,-0.3295,-1.0483
103.5828,-19.65,-6.55,-1.334,2.608,-43.1836,0.8786431172143276,0.9135915101546862,-0.11800000000000001,-0.3629,-1.0553
101.5255,-19.1851,-6.395,-1.3073,2.5439,-42.3269,0.9201004209308336,0.9030027310918599,-0.1474,-0.3388,-1.0441
102.6409,-19.414,-6.4713,-1.3205,2.5754,-42.7933,0.8870227212362362,0.9119982268122624,-0.125,-0.3625,-1.0525
101.064,-19.0717,-6.3572,-1.3087,2.5243,-42.1375,0.9045823360392312,0.905613185012783,-0.1659,-0.3203,-1.0456
101.6353,-19.2285,-6.4095,-1.3037,2.5529,-42.3567,0.8997710671037653,0.9070463947582704,-0.1301,-0.3539,-1.0374
102.4046,-19.3887,-6.4629,-1.3279,2.5675,-42.6979,0.9016210973025272,0.9071073866183608,-0.1564,-0.3289,-1.0487
101.5924,-19.1956,-6.3985,-1.3023,2.5481,-42.3828,0.8920047789171703,0.9087728362132959,-0.1434,-0.3451,-1.0355
101.5751,-19.2061,-6.402,-1.3106,2.5457,-42.3364,0.8994375966016244,0.9071545082448988,-0.1501,-0.3346,-1.0431
101.2767,-19.1259,-6.3753,-1.2973,2.539,-42.2336,0.8777858395607534,0.912593395252178,-0.1365,-0.3407,-1.0432
100.8726,-19.0508,-6.3503,-1.2909,2.5297,-42.0505,0.887866691167458,0.9092169127668506,-0.1334,-0.3433,-1.0357
101.8585,-19.2421,-6.414,-1.307,2.5535,-42.4723,0.8823136012055731,0.9117152145650652,-0.1273,-0.3559,-1.0453
100.4661,-18.9157,-6.3052,-1.2963,2.5045,-41.8723,0.8984702815695966,0.9072215022171888,-0.1507,-0.3319,-1.0495
103.7349,-19.6805,-6.5602,-1.348,2.6061,-43.265,0.9149996924142384,0.9047220333216922,-0.1527,-0.3373,-1.0554
101.8172,-19.2227,-6.4076,-1.3094,2.5491,-42.4773,0.8773800520016845,0.9127170232379508,-0.142,-0.3425,-1.048
101.6197,-19.214000000000002,-6.4047,-1.3055,2.5496,-42.3823,0.8864670114373668,0.9105167788201016,-0.1417,-0.3342,-1.0418
102.575,-19.4163,-6.4721,-1.3244,2.5739,-42.7827,0.9083276805364,0.9061851202141288,-0.1454,-0.3419,-1.047
102.1766,-19.3256,-6.4419,-1.3193,2.5613,-42.6287,0.8953719501075147,0.90805918086341,-0.1549,-0.3344,-1.0412
101.6353,-19.2022,-6.4007,-1.3144,2.5432,-42.3681,0.9247100771659388,0.9022347462945048,-0.1524,-0.3314,-1.0495
102.3261,-19.3972,-6.4657,-1.3197,2.573,-42.6531,0.8870862400601455,0.9102851161732024,-0.1405,-0.3333,-1.0454
101.5438,-19.2092,-6.4031,-1.311,2.546,-42.3178,0.9016565617536776,0.906137326230001,-0.1436,-0.3315,-1.0428
102.6544,-19.4497,-6.4832,-1.3328,2.5752,-42.8025,0.9067583131747722,0.9060426723141372,-0.1619,-0.3276,-1.0477
102.4474,-19.3961,-6.4654,-1.3325,2.5665,-42.7271,0.9024113044364268,0.9069808524040656,-0.1695,-0.3149,-1.0511
100.0033,-18.8285,-6.2762,-1.2793,2.4984,-41.662,0.9097893136394802,0.9044872738491674,-0.1255,-0.3527,-1.0392
103.2321,-19.5722,-6.5241,-1.3363,2.5939,-43.0624,0.8991650175789556,0.9082194414488812,-0.1512,-0.3385,-1.0478
101.8512,-19.245,-6.415,-1.3173,2.5489,-42.4659,0.8735383293230434,0.9123559366519636,-0.1481,-0.3296,-1.0519
100.8116,-19.0022,-6.3341,-1.3025,2.5158,-42.0362,0.9101507741158812,0.9042794052061842,-0.1594,-0.3244,-1.0455
101.7873,-19.2596,-6.4199,-1.3182,2.5508,-42.3987,0.8959272695793148,0.9070972491008372,-0.1447,-0.3376,-1.0481
102.5569,-19.4245,-6.4748,-1.3257,2.5746,-42.8123,0.8963884711884806,0.9083021188053441,-0.1709,-0.3185,-1.0406
101.5155,-19.1614,-6.3871,-1.3107,2.5382,-42.3137,0.8994140710556267,0.9072064030585468,-0.1418,-0.3442,-1.0481
100.8978,-19.0511,-6.3504,-1.294,2.5282,-42.0719,0.8890557937989387,0.9096879027548372,-0.1433,-0.3312,-1.0397
101.4968,-19.1913,-6.3971,-1.3028,2.5472,-42.3063,0.8892443183466389,0.9093287455117096,-0.1336,-0.3465,-1.0393
101.3242,-19.1325,-6.3775,-1.2996,2.539,-42.2322,0.8923447294999636,0.9084676305264426,-0.1274,-0.3536,-1.0411
101.7147,-19.1988,-6.3996,-1.3185,2.5406,-42.4285,0.9221670439137192,0.9026354045411372,-0.1643,-0.3231,-1.0526
102.0936,-19.3219,-6.4406,-1.3114,2.5646,-42.5775,0.880743348019068,0.9117601828944206,-0.1412,-0.3436,-1.0403
102.29,-19.3669,-6.4556,-1.3161,2.5698,-42.65,0.9000617647995015,0.9072706685651224,-0.1345,-0.3512,-1.0397
101.1525,-19.1012,-6.3671,-1.2999,2.5336,-42.1611,0.9091419469675636,0.9053617891020624,-0.1413,-0.344,-1.0409
103.1651,-19.5529,-6.5176,-1.3335,2.5921,-43.0281,0.898551982609713,0.9080635473753244,-0.1415,-0.345,-1.0488
100.9118,-19.0438,-6.3479,-1.296,2.526,-42.0512,0.9016506336424318,0.9066897606366028,-0.1351,-0.3458,-1.0421
102.0753,-19.308,-6.436,-1.3165,2.5597,-42.5663,0.8830534585593707,0.910978414964203,-0.1435,-0.3369,-1.0456
102.7244,-19.4595,-6.4865,-1.3186,2.584,-42.8455,0.8778945590472299,0.9138982720520726,-0.1295,-0.3497,-1.0464
102.7834,-19.4972,-6.4991,-1.3241,2.5875,-42.8335,0.8907126757024975,0.9098819128740934,-0.1286,-0.35100000000000003,-1.0459
100.9542,-19.0552,-6.3517,-1.3009,2.5254,-42.0961,0.9108654042980954,0.9048093180407818,-0.1567,-0.326,-1.0415
102.6073,-19.4411,-6.4804,-1.3236,2.5784,-42.7914,0.8975431384261752,0.90823035001337,-0.1455,-0.3389,-1.0442
102.1095,-19.3299,-6.4433,-1.3087,2.5673,-42.5692,0.8826009254099008,0.9114456821733444,-0.1275,-0.3527,-1.0426
101.86,-19.2703,-6.4234,-1.3117,2.5559,-42.4557,0.9029707028592218,0.9064672692716872,-0.13699999999999998,-0.3455,-1.0424
103.1729,-19.5709,-6.5236,-1.3258,2.5989,-43.0356,0.8944164308309961,0.9101127588952902,-0.1324,-0.3542,-1.0432
101.9475,-19.2777,-6.4259,-1.3229,2.5515,-42.5121,0.9174535221172528,0.9035351267595816,-0.1671,-0.3211,-1.0477
101.9638,-19.2678,-6.4226,-1.3185,2.5521,-42.51,0.8917974695370381,0.9094486667267498,-0.1464,-0.337,-1.0509
102.0768,-19.3148,-6.4383,-1.3061,2.5661,-42.56,0.8826883347311497,0.9108916145131104,-0.1222,-0.3614,-1.0378
100.7021,-18.9913,-6.3304,-1.3023,2.5141,-41.9707,0.8990699225586822,0.9068218315169498,-0.155,-0.3208,-1.0477
102.5318,-19.445999999999998,-6.482,-1.3232,2.5794,-42.746,0.8798537348866473,0.9114414643372772,-0.1449,-0.33299999999999996,-1.0423
100.6574,-18.9672,-6.3224,-1.2988,2.5118,-41.9544,0.903342640189491,0.905966794301734,-0.1502,-0.3323,-1.0469
102.3789,-19.4114,-6.4705,-1.3264,2.572,-42.6609,0.891784377197964,0.9089344417599804,-0.1522,-0.3268,-1.048
101.2963,-19.0954,-6.3651,-1.3083,2.5284,-42.2263,0.9293308996295644,0.9014709806970852,-0.1502,-0.3439,-1.0521
102.7097,-19.467,-6.489,-1.3238,2.5826,-42.8174,0.8753754516612174,0.9123035106035896,-0.1355,-0.3504,-1.0432
102.6748,-19.4569,-6.4856,-1.3266,2.5795,-42.8234,0.9077546199351356,0.9064079346370161,-0.1482,-0.3331,-1.0457
101.275,-19.1385,-6.3795,-1.3048,2.5373,-42.2032,0.9147310871255924,0.9030243452311048,-0.1406,-0.3388,-1.0415
101.1276,-19.0826,-6.3609,-1.3041,2.5284,-42.1405,0.8762911207951853,0.9124156014039836,-0.14300000000000002,-0.3391,-1.0497
101.9402,-19.2714,-6.4238,-1.3119,2.5559,-42.5179,0.9045116927819978,0.90703780653606,-0.1432,-0.3392,-1.046
101.1896,-19.108,-6.3693,-1.3064,2.5315,-42.1651,0.9105578071673532,0.9051862807090196,-0.1454,-0.3344,-1.0482
101.5288,-19.2047,-6.4016,-1.3084,2.5466,-42.3247,0.8944470600437909,0.9080255897374904,-0.1499,-0.3324,-1.0395
102.1267,-19.313,-6.4377,-1.3191,2.5593,-42.5728,0.9092599701619763,0.905536683875834,-0.1406,-0.344,-1.0498
102.2426,-19.352,-6.4507,-1.3123,2.5692,-42.6263,0.8939009878021967,0.9091618918526112,-0.1266,-0.3546,-1.0439
101.2947,-19.1352,-6.3784,-1.3119,2.5332,-42.2166,0.9056521323540389,0.9055898067386426,-0.1584,-0.3232,-1.0475
100.7219,-19.0017,-6.3339,-1.2957,2.5191,-41.9858,0.8926725257061524,0.9084000347625708,-0.146,-0.3311,-1.0421
101.0648,-19.07,-6.3567,-1.3026,2.5271,-42.14100000000001,0.9260390491007164,0.901567232295542,-0.153,-0.3296,-1.0443
101.4895,-19.1522,-6.3841,-1.3093,2.5374,-42.3424,0.9031595104554122,0.9074664800722436,-0.1578,-0.3278,-1.0488
102.1628,-19.3023,-6.4341,-1.3261,2.5540000000000003,-42.6136,0.9040603205577696,0.9065144974880756,-0.1598,-0.3246,-1.0533
99.9784,-18.8154,-6.2718,-1.2819,2.4949,-41.6646,0.9110164531035904,0.9041477655137536,-0.1392,-0.3412,-1.042
102.3219,-19.3699,-6.4566,-1.306,2.5753,-42.6761,0.8764934926675322,0.9137140982721216,-0.1164,-0.3639,-1.0394
101.2652,-19.0939,-6.3646,-1.3056,2.5295,-42.2388,0.895509909463162,0.9083338487874102,-0.1495,-0.3334,-1.0486
