Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
3.1287,-2.5246,13.9707,11.7044,8.8397,-19.552,-10.1426,9.7102,0.928977382600658,
3.1287,-2.5246,13.9707,11.7044,8.8397,-19.552,-10.1426,9.7102,0.928977382600658,
