Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
3.1044,-1.585,13.242,10.7962,8.8515,-19.5825,-9.8538,9.3709,0.5224259836598424,
3.1044,-1.585,13.242,10.7962,8.8515,-19.5825,-9.8538,9.3709,0.5224259836598424,
