Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,training_adj_r2
29.803246018015763,-0.11218971846858207,0.023719299523090022,0.018057759851526314,2.099828188267877,-15.73668952139733,2.83747557860253,-0.005169776249919232,-1.1790346419153614,0.23942557047649532,-0.010771018497346265,-0.5617604025627205,0.009164536908266002,-0.49461545448215594,0.9650806496614758
