Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,training_adj_r2
143.3832068188366,0.09995930000139416,-2.46451494099297,-0.49437630353742595,0.1101962765892418,2.6414213313802506,0.002710974870635991,0.0004388550383691805,-143.90946482346547,0.720418042953012,0.5783554967392239,0.3058569839480577,0.7878194060883115
