Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,Training_R2,Testing_R2
38.3815,-0.0982,0.0222,0.0068,1.7914,-16.9327,1.7636,0.0074,-1.0097,0.2753,-0.0124,-0.6368,0.0075,-0.5432,0.925275548251359,0.9054781494688269
