Constant,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
4.0760230942901785,-4.192735842554386,14.688145500116107,16.320632284325868,10.228963220555594,11.98548010826727,-12.673945928025038,0,0.9817518495395047
