Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,training_adj_r2
58.382633627775924,0.1335833484364174,0.0075994874552210295,0.72692629781245,3.832481536773532,-44.789598874377305,3.152515425307058,-0.04828298615026219,-2.4912164670652315,0.8004269166210087,-0.04174137459301694,-0.3129645930581517,0.030346260436014197,-0.8679154880448996,0.9485261998502237
