Constant,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
4.861429335125107,-7.214967448352246,19.013663364079306,21.87380099051087,11.04169870006686,14.320106385251263,-14.721863622797533,0,0.7334916352746821
