Constant,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
2.5322546102416563,1.0816806257796827,10.734818361765779,7.861321728813626,7.234663111922005,7.4821466130538425,-7.093822356875946,0,0.9892572109620664
