Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
4.8671,-7.966,19.7947,22.7105,10.4602,-24.0382,-13.8862,14.55,0.7304737743950078,
4.8671,-7.966,19.7947,22.7105,10.4602,-24.0382,-13.8862,14.55,0.7304737743950078,
