Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,training_adj_r2
-0.6000955748722396,-0.6219079287669124,-0.27572077230292935,0.16020500189276146,2.0082932511063984,7.335121929061922,0.8196411483023186
