Constant,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
3.054032620642944,-1.9644090253406,13.745655951360327,11.06801848850948,9.713015156105147,8.63886391130925,-10.755787827170524,0,0.928733611134818
