,y_predicted,y_actual,Relative Error
245,7.825013398944803,7.8628820346414905,0.0048161266479453645
167,5.680000371904353,5.75890177387728,0.013700772312323244
20,5.08644520391911,5.049856007249537,0.007245592075703958
171,5.492875918972846,5.442417710521793,0.009271285508552973
138,5.515650748115621,5.634789603169249,0.02114344340143942
71,5.618190076877559,5.655991810819852,0.006683484560564473
26,5.193110442174798,5.19295685089021,2.9576845908368098e-05
66,5.015279150527766,5.0689042022202315,0.010579219798428496
61,4.979268962373104,4.919980925828125,0.012050460649905824
237,6.274508354037373,6.375024819828097,0.015767227364839417
41,5.624880811304864,5.560681631015528,0.011545199770340424
89,4.645867092649848,4.634728988229636,0.002403183540720126
4,5.168601643938761,5.14166355650266,0.005239177386865754
233,6.798982564906232,6.8658910748834385,0.009745058470555882
18,5.223394433917284,5.225746673713202,0.00045012510991966463
54,5.595791187048209,5.541263545158426,0.009840290295780249
5,5.105830839623775,5.081404364984463,0.004807032246367309
173,5.181003283623415,5.19295685089021,0.0023018807222991385
110,4.674535505664936,4.787491742782046,0.023594032780821023
9,5.087210618980072,5.135798437050262,0.009460616234405042
246,7.644447896244954,7.621195162809845,0.003051061275609212
244,7.080845768724066,7.003065458786462,0.011106609012202852
12,4.947107165137079,5.017279836814924,0.01398619849005519
241,5.973442377046945,5.877735781779639,0.016282901923558177
122,5.151854523145394,5.198497031265826,0.00897230638777048
226,6.102782984948071,6.021023349349527,0.013579026496779351
44,4.97927109745792,4.976733742420574,0.0005098434372161972
119,5.318320123239724,5.332718793265369,0.002700061747832752
86,4.590893584001266,4.499809670330265,0.020241725838221106
105,4.954957109449651,5.0106352940962555,0.011112001049488982
23,5.196871661018469,5.187385805840755,0.0018286388429087986
65,5.074563111955275,5.093750200806762,0.0037667903008766824
186,4.987646285553595,4.820281565605037,0.034720942681602515
